Poniedziałek,10,Sierpień,2026,18:11:35:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'014,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Obciążenie,Zliczanie, ,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,697.29,2304,91.4,52,aktywna,697.63,0,0,0,aktywna,696.95,0, , ,aktywna
,698.30,2432,91.4,52,aktywna,698.63,0,0,0,aktywna,697.97,0, , ,aktywna
,699.31,2560,91.4,52,aktywna,699.63,0,0,0,aktywna,698.95,0, , ,aktywna
,700.29,2688,88.6,52,aktywna,700.65,0,0,0,aktywna,699.96,0, , ,aktywna
,701.31,2688,19.2,52,nieaktywna,701.65,0,0,0,nieaktywna,700.98,0, , ,aktywna
,702.31,2560,0.0,52,nieaktywna,702.64,0,0,0,nieaktywna,701.97,0, , ,nieaktywna
,703.31,2368,0.0,52,nieaktywna,703.66,0,0,0,nieaktywna,702.99,0, , ,nieaktywna
,704.38,2048,0.0,52,nieaktywna,704.71,0,0,0,nieaktywna,704.02,0, , ,nieaktywna
,705.42,1728,0.0,52,nieaktywna,705.77,0,0,0,nieaktywna,705.08,0, , ,nieaktywna
,706.38,1440,0.0,52,nieaktywna,706.70,0,0,0,nieaktywna,706.04,0, , ,nieaktywna
,707.33,1248,23.5,52,nieaktywna,707.64,0,0,0,nieaktywna,707.02,0, , ,nieaktywna
,708.25,992,25.1,52,aktywna,708.56,0,0,0,aktywna,707.94,0, , ,aktywna
,709.19,1024,26.7,52,aktywna,709.49,0,0,0,aktywna,708.88,0, , ,aktywna
,710.12,1248,38.4,52,aktywna,710.42,0
