Piątek,14,Sierpień,2026,21:17:20:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,543.13,768,91.5,1.2,10111111,543.43,0,0,0,aktywna,542.83,0, , ,aktywna
,544.03,768,91.5,0.8,10111111,544.33,0,0,0,aktywna,543.73,0, , ,aktywna
,544.92,768,91.5,1.2,10111111,545.22,0,0,0,aktywna,544.62,0, , ,aktywna
,545.83,800,91.5,1.2,10111111,546.15,0,0,0,aktywna,545.51,0, , ,aktywna
,546.75,768,91.5,1.2,10111111,547.05,0,0,0,aktywna,546.45,0, , ,aktywna
,547.65,800,91.5,1.6,10111111,547.94,0,0,0,aktywna,547.35,0, , ,aktywna
,548.54,800,91.5,2.0,10111111,548.84,0,0,0,aktywna,548.24,0, , ,aktywna
,549.46,800,91.5,2.0,10111111,549.76,0,0,0,aktywna,549.14,0, , ,aktywna
,550.38,800,91.5,2.3,10111111,550.68,0,0,0,aktywna,550.07,0, , ,aktywna
,551.28,768,91.5,2.3,10111111,551.57,0,0,0,aktywna,550.98,0, , ,aktywna
,552.17,800,91.5,2.3,10111111,552.47,0,0,0,aktywna,551.88,0, , ,aktywna
,553.07,800,91.5,2.7,10111111,553.39,0,0,0,aktywna,552.77,0, , ,aktywna
,553.98,768,91.5,2.7,10111111,554.28,0,0,0,aktywna,553.69,0, , ,aktywna
,554.91,800,91.5,2.7,10111111,555.20,0,0,0,aktywna,554.59,0, , ,aktywna
,555.80,768,91.5,2.7,10111111,556.10,0,0,0,aktywna,555.50,0, , ,aktywna
,556.70,768,91.5,2.3,10111111,557.01,0,0,0,aktywna,556.40,0, , ,aktywna
,557.62,768,91.5,2.3,10111111,557.94,0,0,0,aktywna,557.31,0, , ,aktywna
,558.52,768,91.5,2.3,10111111,558.82,0,0,0,aktywna,558.23,0, , ,aktywna
,559.43,800,91.5,2.0,10111111,559.73,0,0,0,aktywna,559.13,0, , ,aktywna
,560.30,768,91.5,2.0,10111111,560.60,0,0,0,aktywna,560.02,0, , ,aktywna
,561.19,768,91.5,2.0,10111111,561.48,0,0,0,aktywna,560.89,0, , ,aktywna
,562.08,768,93.0,2.0,10111111,562.40,0,0,0,aktywna,561.78,0, , ,aktywna
,563.04,1024,93.0,0.0,10101011,563.34,0,0,0,aktywna,562.71,0, , ,aktywna
,563.96,1056,93.0,0.0,10101011,564.28,0,0,0,aktywna,563.64,0, , ,aktywna
,564.99,1312,93.0,-1.2,10101011,565.33,0,0,0,aktywna,564.64,0, , ,aktywna
,565.99,1280,93.0,1.2,10101011,566.35,0,0,0,aktywna,565.64,0, , ,aktywna
,567.06,1696,93.0,0.0,10101011,567.40,0,0,0,aktywna,566.71,0, , ,aktywna
,568.05,1248,93.0,0.0,10111111,568.38,0,0,0,nieaktywna,567.76,0, , ,nieaktywna
,569.02,1120,93.0,0.0,10101011,569.36,0,0,0,aktywna,568.69,0, , ,aktywna
,570.02,1248,93.0,0.0,10101011,570.36,0,0,0,aktywna,569.68,0, , ,aktywna
,571.00,1376,93.0,0.8,10101011,571.36,0,0,0,aktywna,570.67,0, , ,aktywna
,572.11,1568,93.0,0.8,10101011,572.47,0,0,0,aktywna,571.75,0, , ,aktywna
,573.18,1696,93.0,0.8,10101011,573.56,0,0,0,aktywna,572.81,0, , ,aktywna
,574.29,1824,93.0,-0.8,10101011,574.66,0,0,0,aktywna,573.94,0, , ,aktywna
,575.38,1984,93.0,-0.8,10101011,575.72,0,0,0,aktywna,575.02,0, , ,aktywna
,576.41,2208,93.0,0.0,10101001,576.74,0,0,0,aktywna,576.06,0, , ,aktywna
,577.40,2464,93.0,0.4,10101001,577.75,0,0,0,aktywna,577.06,0, , ,aktywna
,578.42,2016,93.0,0.0,10111101,578.71,0,0,0,nieaktywna,578.07,0, , ,nieaktywna
,579.39,1600,93.0,0.0,10101011,579.74,0,0,0,aktywna,579.01,0, , ,nieaktywna
,580.49,1696,93.0,0.0,10101011,580.82,0,0,0,aktywna,580.11,0, , ,aktywna
,581.60,1696,93.0,-1.6,10101011,581.92,0,0,0,aktywna,581.22,0, , ,aktywna
,582.59,1760,93.0,0.0,10101011,582.95,0,0,0,aktywna,582.27,0, , ,aktywna
,583.69,1856,93.0,-0.4,10101011,584.05,0,0,0,aktywna,583.33,0, , ,aktywna
,584.78,1920,93.0,-0.8,10101011,585.15,0,0,0,aktywna,584.41,0, , ,aktywna
,585.91,1952,93.0,-2.7,10101011,586.26,0,0,0,aktywna,585.53,0, , ,aktywna
,586.98,1984,93.0,-5.9,10101011,587.34,0,0,0,aktywna,586.62,0, , ,aktywna
,588.06,1984,93.0,-2.3,10101011,588.42,0,0,0,aktywna,587.70,0, , ,aktywna
,589.14,1984,91.5,-2.0,10101001,589.51,0,0,0,aktywna,588.78,0, , ,aktywna
,590.23,1984,91.5,-2.7,10101001,590.59,0,0,0,aktywna,589.87,0, , ,aktywna
,591.31,1952,91.5,-3.5,10101011,591.68,0,0,0,aktywna,590.95,0, , ,aktywna
,592.40,1920,91.5,-0.8,10101011,592.77,0,0,0,aktywna,592.03,0, , ,aktywna
,593.49,1888,91.5,0.0,10101011,593.84,0,0,0,aktywna,593.12,0, , ,aktywna
,594.56,1856,91.5,4.7,10101011,594.93,0,0,0,aktywna,594.21,0, , ,aktywna
,595.64,1856,91.5,8.6,10101011,596.02,0,0,0,aktywna,595.30,0, , ,aktywna
,596.75,1856,91.5,7.4,10101011,597.10,0,0,0,aktywna,596.38,0, , ,aktywna
,597.82,1856,91.5,4.3,10101011,598.20,0,0,0,aktywna,597.46,0, , ,aktywna
,598.95,1856,91.5,5.1,10101011,599.33,0,0,0,aktywna,598.58,0, , ,aktywna
,600.06,1888,91.5,5.5,10101011,600.43,0,0,0,aktywna,599.70,0, , ,aktywna
,601.16,1920,91.5,6.3,10101011,601.51,0,0,0,aktywna,600.80,0, , ,aktywna
,602.24,1888,90.0,0.8,10111111,602.59,0,0,0,aktywna,601.88,0, , ,aktywna
,603.31,1824,90.0,0.0,10101011,603.66,0,0,0,aktywna,602.96,0, , ,aktywna
,604.34,1792,90.0,0.0,10101011,604.69,0,0,0,aktywna,604.00,0, , ,aktywna
,605.45,1728,90.0,0.4,10101011,605.81,0,0,0,aktywna,605.07,0, , ,aktywna
,606.50,1696,90.0,1.2,10101011,606.86,0,0,0,aktywna,606.15,0, , ,aktywna
,607.54,1696,90.0,3.1,10101011,607.91,0,0,0,aktywna,607.21,1, , ,aktywna
,608.66,1696,90.0,5.5,10101011,609.00,0,0,0,aktywna,608.29,1, , ,aktywna
,609.70,1728,90.0,7.4,10101011,610.07,0,0,0,aktywna,609.35,1, , ,aktywna
,610.75,1728,90.0,7.4,10101011,611.11,0,0,0,aktywna,610.43,1, , ,aktywna
,611.83,1728,90.0,7.0,10101011,612.21,0,0,0,aktywna,611.46,1, , ,aktywna
,612.90,1696,90.0,3.5,10101011,613.27,0,0,0,aktywna,612.53,1, , ,aktywna
,613.99,1664,90.0,3.1,10101011,614.31,0,0,0,aktywna,613.64,1, , ,aktywna
,614.97,1632,90.0,1.2,10101011,615.31,0,0,0,aktywna,614.64,1, , ,aktywna
,616.06,1568,90.0,2.7,10101011,616.42,0,0,0,aktywna,615.68,1, , ,aktywna
,617.13,1600,90.0,4.3,10101011,617.49,0,0,0,aktywna,616.79,1, , ,aktywna
,618.17,1664,88.5,4.3,10101011,618.57,0,0,0,aktywna,617.84,1, , ,aktywna
,619.26,1760,88.5,5.1,10101011,619.63,0,0,0,aktywna,618.90,1, , ,aktywna
,620.37,1824,88.5,4.7,10101011,620.75,0,0,0,aktywna,619.98,1, , ,aktywna
,621.48,1888,88.5,2.7,10101011,621.86,0,0,0,aktywna,621.12,1, , ,aktywna
,622.59,1952,88.5,2.3,10101011,622.96,0,0,0,aktywna,622.23,1, , ,aktywna
,623.70,1984,88.5,2.0,10101001,624.06,0,0,0,aktywna,623.34,1, , ,aktywna
,624.77,2016,88.5,1.2,10101001,625.11,0,0,0,aktywna,624.42,1, , ,aktywna
,625.80,2016,88.5,0.8,10101001,626.14,0,0,0,aktywna,625.46,1, , ,aktywna
,626.83,2080,88.5,0.4,10101001,627.17,0,0,0,aktywna,626.49,1, , ,aktywna
,627.85,2144,88.5,-0.4,10101001,628.21,0,0,0,aktywna,627.52,1, , ,aktywna
,628.92,2176,88.5,-2.0,10101001,629.26,0,0,0,aktywna,628.57,1, , ,aktywna
,629.96,2176,88.5,-4.7,10101001,630.31,0,0,0,aktywna,629.61,1, , ,aktywna
,630.99,2144,88.5,-6.3,10101001,631.33,0,0,0,aktywna,630.64,1, , ,aktywna
,632.04,2144,88.5,-6.6,10101001,632.39,0,0,0,aktywna,631.68,1, , ,aktywna
,633.06,2112,88.5,-5.5,10101001,633.41,0,0,0,aktywna,632.72,0, , ,aktywna
,634.10,2112,88.5,-0.8,10101001,634.44,0,0,0,nieaktywna,633.74,0, , ,aktywna
,635.00,1248,88.5,0.0,10111111,635.31,0,0,0,nieaktywna,634.72,0, , ,nieaktywna
,635.96,1152,88.5,0.0,10111111,636.28,0,0,0,nieaktywna,635.64,0, , ,aktywna
,636.89,896,88.5,0.0,10111111,637.19,0,0,0,aktywna,636.59,0, , ,nieaktywna
,637.81,864,88.5,0.0,10111111,638.11,0,0,0,aktywna,637.50,0, , ,aktywna
,638.73,896,88.5,2.0,10111111,639.03,0,0,0,aktywna,638.41,0, , ,aktywna
,639.65,864,88.5,4.7,10111111,639.96,0,0,0,aktywna,639.36,0, , ,aktywna
,640.56,896,88.5,6.3,10111111,640.85,0,0,0,aktywna,640.25,0, , ,aktywna
,641.46,896,88.5,6.6,10111111,641.76,0,0,0,aktywna,641.15,0, , ,aktywna
,642.36,896,88.5,7.0,10111111,642.66,0,0,0,aktywna,642.07,0, , ,aktywna
,643.29,832,88.5,7.8,10101011,643.63,0,0,0,aktywna,642.96,0, , ,aktywna
,644.21,736,88.5,0.0,10101011,644.53,0,0,0,aktywna,643.92,0, , ,aktywna
,645.16,928,88.5,0.8,10101011,645.50,0,0,0,aktywna,644.83,0, , ,aktywna
,646.17,1152,88.5,1.6,10101011,646.52,0,0,0,aktywna,645.84,0, , ,aktywna
,647.24,1536,88.5,5.5,10101011,647.59,0,0,0,aktywna,646.89,0, , ,aktywna
,648.32,1920,88.5,5.1,10101011,648.66,0,0,0,aktywna,647.95,0, , ,aktywna
,649.31,2272,88.5,3.5,10101001,649.66,0,0,0,aktywna,648.99,0, , ,aktywna
,650.33,1920,88.5,0.0,10111111,650.66,0,0,0,nieaktywna,649.98,0, , ,nieaktywna
,651.38,1632,88.5,0.0,10101011,651.73,0,0,0,aktywna,650.98,0, , ,nieaktywna
,652.41,1568,88.5,-1.2,10101011,652.76,0,0,0,aktywna,652.09,0, , ,aktywna
,653.46,1632,88.5,2.0,10101011,653.84,0,0,0,aktywna,653.13,0, , ,aktywna
,654.56,1696,88.5,5.1,10101011,654.90,0,0,0,aktywna,654.18,0, , ,aktywna
,655.64,1792,88.5,5.5,10101011,656.01,0,0,0,aktywna,655.26,0, , ,aktywna
,656.74,1856,88.5,5.1,11101011,657.10,0,0,0,aktywna,656.38,0, , ,aktywna
,657.82,1984,88.5,5.9,11101011,658.19,0,0,0,aktywna,657.47,0, , ,aktywna
,658.90,1984,87.0,2.7,11101001,659.28,0,0,0,aktywna,658.54,0, , ,aktywna
,659.99,2048,88.5,2.0,11101001,660.32,0,0,0,aktywna,659.63,0, , ,aktywna
,661.02,2112,87.0,1.2,11101001,661.36,0,0,0,aktywna,660.67,0, , ,aktywna
,662.03,2208,88.5,0.8,11101001,662.38,0,0,0,aktywna,661.69,0, , ,aktywna
,663.06,2272,88.5,2.3,11101001,663.39,0,0,0,aktywna,662.71,0, , ,aktywna
,664.04,2400,87.0,1.6,11101001,664.37,0,0,0,aktywna,663.72,0, , ,aktywna
,665.06,2528,87.0,0.8,11101001,665.42,0,0,0,aktywna,664.71,0, , ,aktywna
,666.11,2592,87.0,1.2,11101001,666.47,0,0,0,aktywna,665.76,0, , ,aktywna
,667.16,2720,87.0,3.1,11101001,667.52,0,0,0,aktywna,666.81,0, , ,aktywna
,668.24,2816,87.0,3.5,11101001,668.58,0,0,0,aktywna,667.88,0, , ,aktywna
,669.24,2304,87.0,0.0,11111101,669.55,0,0,0,nieaktywna,668.91,0, , ,nieaktywna
,670.22,1504,87.0,0.0,11101011,670.58,0,0,0,nieaktywna,669.85,0, , ,nieaktywna
,671.28,2016,87.0,0.0,11101001,671.64,0,0,0,aktywna,670.92,0, , ,nieaktywna
,672.37,1984,87.0,0.0,11101001,672.72,0,0,0,aktywna,672.00,0, , ,aktywna
,673.41,2016,87.0,0.8,11101001,673.75,0,0,0,aktywna,673.06,0, , ,aktywna
,674.45,2080,87.0,2.0,11101001,674.80,0,0,0,aktywna,674.10,0, , ,aktywna
,675.50,2112,87.0,1.2,11101001,675.85,0,0,0,aktywna,675.14,0, , ,aktywna
,676.53,2176,87.0,0.8,11101001,676.88,0,0,0,aktywna,676.18,0, , ,aktywna
,677.55,2208,87.0,0.8,11101001,677.87,0,0,0,aktywna,677.21,0, , ,aktywna
,678.56,2240,87.0,2.0,11101001,678.89,0,0,0,aktywna,678.22,0, , ,aktywna
,679.59,2272,87.0,2.0,11101001,679.94,0,0,0,aktywna,679.24,0, , ,aktywna
,680.60,2304,87.0,1.2,11101001,680.93,0,0,0,aktywna,680.26,0, , ,aktywna
,681.61,2368,87.0,2.0,11101001,681.95,0,0,0,aktywna,681.28,0, , ,aktywna
,682.66,2368,87.0,2.0,11101001,682.99,0,0,0,aktywna,682.32,0, , ,aktywna
,683.70,2432,87.0,2.7,11101001,684.09,0,0,0,aktywna,683.36,0, , ,aktywna
,684.77,2464,87.0,2.0,11101001,685.12,0,0,0,aktywna,684.45,0, , ,aktywna
,685.84,2496,87.0,2.3,11101001,686.19,0,0,0,aktywna,685.48,0, , ,aktywna
,686.85,2528,87.0,2.3,11101001,687.18,0,0,0,aktywna,686.52,0, , ,aktywna
,687.88,2560,87.0,3.5,11101001,688.21,0,0,0,aktywna,687.54,0, , ,aktywna
,688.87,2592,87.0,3.1,11101001,689.23,0,0,0,aktywna,688.55,0, , ,aktywna
,689.88,2592,87.0,3.1,11101001,690.23,0,0,0,aktywna,689.55,0, , ,aktywna
,690.89,2624,87.0,1.6,11101001,691.22,0,0,0,aktywna,690.56,0, , ,aktywna
,691.87,2624,85.5,1.2,11101001,692.21,0,0,0,aktywna,691.55,0, , ,aktywna
,692.86,2624,87.0,0.4,11101001,693.21,0,0,0,aktywna,692.53,0, , ,aktywna
,693.89,2624,87.0,0.8,11101001,694.24,0,0,0,aktywna,693.55,0, , ,aktywna
,694.92,2624,85.5,2.0,11101001,695.29,0,0,0,aktywna,694.58,0, , ,aktywna
,695.96,2656,85.5,2.3,11101001,696.29,0,0,0,aktywna,695.63,0, , ,aktywna
,696.98,2656,85.5,1.2,11101001,697.34,0,0,0,aktywna,696.64,0, , ,aktywna
,698.00,2656,85.5,1.6,11101001,698.34,0,0,0,aktywna,697.67,0, , ,aktywna
,699.02,2624,85.5,-2.0,11101001,699.37,0,0,0,aktywna,698.69,0, , ,aktywna
,700.06,2624,85.5,2.0,11101001,700.40,0,0,0,aktywna,699.71,0, , ,aktywna
,701.07,2688,85.5,3.9,11101001,701.41,0,0,0,aktywna,700.75,0, , ,aktywna
,702.08,2752,85.5,3.1,11101001,702.41,0,0,0,aktywna,701.74,0, , ,aktywna
,703.09,2656,85.5,0.0,11111101,703.44,0,0,0,nieaktywna,702.76,0, , ,aktywna
,704.11,1472,85.5,0.0,11101011,704.46,0,0,0,aktywna,703.79,0, , ,nieaktywna
,705.17,2112,85.5,0.0,11101001,705.51,0,0,0,aktywna,704.83,0, , ,aktywna
,706.20,2080,85.5,0.0,11101001,706.56,0,0,0,aktywna,705.85,0, , ,aktywna
,707.23,2112,85.5,1.6,11101001,707.59,0,0,0,aktywna,706.91,0, , ,aktywna
,708.28,2144,85.5,0.0,11101001,708.63,0,0,0,aktywna,707.95,0, , ,aktywna
,709.29,2144,85.5,0.4,11101001,709.65,0,0,0,aktywna,708.95,0, , ,aktywna
,710.33,2144,85.5,1.6,11101001,710.66,0,0,0,aktywna,709.99,0, , ,aktywna
,711.34,2144,85.5,2.7,11101001,711.70,0,0,0,aktywna,710.99,0, , ,aktywna
,712.40,2176,85.5,2.0,11101001,712.76,0,0,0,aktywna,712.06,0, , ,aktywna
,713.46,2176,85.5,1.6,11101001,713.78,0,0,0,aktywna,713.11,0, , ,aktywna
,714.44,2176,85.5,1.6,11101001,714.77,0,0,0,aktywna,714.11,0, , ,aktywna
,715.43,2176,85.5,2.0,11101001,715.77,0,0,0,aktywna,715.11,0, , ,aktywna
,716.43,2176,85.5,1.6,11101001,716.77,0,0,0,aktywna,716.10,0, , ,aktywna
,717.44,2176,85.5,1.6,11101001,717.77,0,0,0,aktywna,717.10,0, , ,aktywna
,718.44,2176,85.5,2.0,11101001,718.77,0,0,0,aktywna,718.11,0, , ,aktywna
,719.43,2176,84.0,-0.8,11101001,719.76,0,0,0,aktywna,719.10,0, , ,aktywna
,720.47,2144,85.5,-1.2,11101001,720.82,0,0,0,aktywna,720.12,0, , ,aktywna
,721.51,2080,85.5,-2.3,11101001,721.84,0,0,0,nieaktywna,721.15,0, , ,aktywna
,722.53,2080,85.5,0.0,11111101,722.89,0,0,0,nieaktywna,722.19,0, , ,nieaktywna
,723.58,2048,84.0,0.0,11101001,723.93,0,0,0,nieaktywna,723.24,0, , ,nieaktywna
,724.65,1984,84.0,0.0,11101011,725.01,0,0,0,nieaktywna,724.29,0, , ,nieaktywna
,725.73,1952,84.0,0.0,11101011,726.10,0,0,0,nieaktywna,725.38,0, , ,nieaktywna
,726.81,1920,84.0,0.0,11111111,727.15,0,0,0,nieaktywna,726.45,0, , ,nieaktywna
,727.86,1792,84.0,0.0,11111111,728.23,0,0,0,nieaktywna,727.50,0, , ,nieaktywna
,728.90,1728,84.0,0.0,11111111,729.25,0,0,0,nieaktywna,728.57,0, , ,nieaktywna
,729.90,1600,84.0,0.0,11111111,730.26,0,0,0,nieaktywna,729.56,0, , ,nieaktywna
,730.93,1504,84.0,0.0,11111111,731.28,0,0,0,nieaktywna,730.64,0, , ,nieaktywna
,731.94,1376,84.0,0.0,11111111,732.28,0,0,0,nieaktywna,731.63,0, , ,nieaktywna
,732.92,960,84.0,0.0,11111111,733.24,0,0,0,aktywna,732.59,0, , ,nieaktywna
,733.91,1280,84.0,0.0,11101011,734.27,0,0,0,aktywna,733.55,0, , ,aktywna
,734.94,1696,84.0,0.0,11101011,735.27,0,0,0,nieaktywna,734.61,0, , ,aktywna
,735.99,1728,84.0,0.0,11101011,736.35,0,0,0,aktywna,735.62,0, , ,nieaktywna
,737.02,1792,84.0,1.2,11101011,737.38,0,0,0,nieaktywna,736.69,0, , ,aktywna
,738.11,1856,84.0,3.5,11101011,738.49,0,0,0,aktywna,737.74,0, , ,aktywna
,739.20,1952,84.0,4.3,11101011,739.56,0,0,0,nieaktywna,738.84,0, , ,aktywna
,740.30,2016,84.0,3.5,11101001,740.65,0,0,0,nieaktywna,739.93,0, , ,nieaktywna
,741.37,2048,84.0,3.5,11101001,741.71,0,0,0,nieaktywna,741.02,0, , ,nieaktywna
,742.38,2112,84.0,2.3,11101001,742.74,0,0,0,aktywna,742.05,0, , ,nieaktywna
,743.42,2208,84.0,-0.4,11101001,743.77,0,0,0,aktywna,743.09,0, , ,aktywna
,744.45,2272,84.0,-0.4,11101001,744.78,0,0,0,aktywna,744.10,0, , ,aktywna
,745.44,2304,84.0,0.0,11101001,745.77,0,0,0,aktywna,745.11,0, , ,aktywna
,746.44,2304,84.0,2.0,11101001,746.76,0,0,0,aktywna,746.10,0, , ,aktywna
,747.46,2336,84.0,2.3,11101001,747.81,0,0,0,aktywna,747.11,0, , ,aktywna
,748.48,2336,84.0,3.5,11101001,748.80,0,0,0,aktywna,748.16,0, , ,aktywna
,749.45,2400,84.0,0.0,11101001,749.81,0,0,0,aktywna,749.13,0, , ,aktywna
,750.51,2464,84.0,0.0,11101001,750.87,0,0,0,aktywna,750.16,0, , ,aktywna
,751.57,2560,84.0,-1.6,11101001,751.93,0,0,0,aktywna,751.22,0, , ,aktywna
,752.59,2656,84.0,-0.4,11101001,752.91,0,0,0,aktywna,752.26,0, , ,aktywna
,753.57,2752,84.0,-1.6,11101001,753.90,0,0,0,nieaktywna,753.24,0, , ,aktywna
,754.57,1760,84.0,0.0,11111111,754.88,0,0,0,nieaktywna,754.25,0, , ,nieaktywna
,755.60,2016,84.0,0.0,11101001,755.94,0,0,0,aktywna,755.24,0, , ,nieaktywna
,756.60,2080,84.0,0.0,11101001,756.94,0,0,0,aktywna,756.27,0, , ,aktywna
,757.64,2112,85.5,0.4,11101001,757.98,0,0,0,aktywna,757.28,0, , ,aktywna
,758.67,2112,84.0,1.2,11101001,759.03,0,0,0,aktywna,758.31,0, , ,aktywna
,759.72,2112,85.5,-0.8,11101001,760.06,0,0,0,aktywna,759.37,0, , ,aktywna
,760.74,2080,85.5,-2.3,11101001,761.08,0,0,0,aktywna,760.40,0, , ,aktywna
,761.77,2080,85.5,-3.1,11101001,762.12,0,0,0,aktywna,761.44,0, , ,aktywna
,762.81,2048,85.5,-3.1,11101001,763.15,0,0,0,aktywna,762.46,0, , ,aktywna
,763.83,2048,85.5,-3.1,11101001,764.18,0,0,0,aktywna,763.50,0, , ,aktywna
,764.90,2048,85.5,0.0,11101001,765.25,0,0,0,aktywna,764.55,0, , ,aktywna
,765.95,2048,85.5,3.5,11101001,766.31,0,0,0,aktywna,765.60,0, , ,aktywna
,767.01,2048,85.5,5.5,11101001,767.38,0,0,0,aktywna,766.66,0, , ,aktywna
,768.08,2048,85.5,4.7,11101001,768.43,0,0,0,aktywna,767.73,0, , ,aktywna
,769.12,2048,85.5,3.5,11101001,769.47,0,0,0,aktywna,768.77,0, , ,aktywna
,770.16,2048,85.5,2.7,11101001,770.51,0,0,0,aktywna,769.81,0, , ,aktywna
,771.21,2048,85.5,2.0,11101001,771.56,0,0,0,aktywna,770.86,0, , ,aktywna
,772.26,2048,85.5,1.2,11101001,772.63,0,0,0,aktywna,771.91,0, , ,aktywna
,773.34,2048,85.5,1.2,11101001,773.69,0,0,0,aktywna,772.98,0, , ,aktywna
,774.40,2080,85.5,2.0,11101001,774.74,0,0,0,aktywna,774.04,0, , ,aktywna
,775.41,2080,85.5,2.0,11101001,775.74,0,0,0,aktywna,775.07,0, , ,aktywna
,776.41,2080,85.5,2.3,11101001,776.75,0,0,0,aktywna,776.08,0, , ,aktywna
,777.44,2112,85.5,0.0,11101001,777.77,0,0,0,aktywna,777.10,0, , ,aktywna
,778.46,2112,85.5,-2.3,11101001,778.80,0,0,0,aktywna,778.11,0, , ,aktywna
,779.49,2080,85.5,-3.9,11101001,779.83,0,0,0,aktywna,779.14,0, , ,aktywna
,780.54,2048,85.5,-5.1,11101001,780.89,0,0,0,nieaktywna,780.18,0, , ,aktywna
,781.58,2016,85.5,-10.2,11101001,781.93,0,0,0,nieaktywna,781.24,0, , ,nieaktywna
,782.65,1984,85.5,-10.2,11101001,783.01,0,0,0,nieaktywna,782.29,0, , ,nieaktywna
,783.72,1952,85.5,-9.0,11101011,784.08,0,0,0,nieaktywna,783.38,0, , ,nieaktywna
,784.83,1920,85.5,-7.0,11101011,785.19,0,0,0,aktywna,784.45,0, , ,nieaktywna
,785.95,1920,85.5,-2.0,11101011,786.32,0,0,0,aktywna,785.57,0, , ,aktywna
,787.03,1920,85.5,0.0,11101011,787.40,0,0,0,aktywna,786.67,0, , ,aktywna
,788.14,1952,85.5,1.2,11101011,788.50,0,0,0,aktywna,787.78,0, , ,aktywna
,789.22,1984,85.5,2.0,11101001,789.56,0,0,0,aktywna,788.88,0, , ,aktywna
,790.29,2016,85.5,2.3,11101001,790.64,0,0,0,aktywna,789.92,0, , ,aktywna
,791.34,2048,85.5,1.6,11101001,791.70,0,0,0,aktywna,790.99,0, , ,aktywna
,792.40,2080,85.5,1.2,11101001,792.76,0,0,0,aktywna,792.04,0, , ,aktywna
,793.46,2080,85.5,0.8,11101001,793.81,0,0,0,aktywna,793.12,0, , ,aktywna
,794.51,2112,85.5,0.8,11101001,794.86,0,0,0,aktywna,794.17,0, , ,aktywna
,795.56,2080,85.5,-2.3,11101001,795.92,0,0,0,aktywna,795.20,0, , ,aktywna
,796.62,2048,85.5,-4.3,11101001,796.98,0,0,0,aktywna,796.26,0, , ,aktywna
,797.70,2048,85.5,-6.3,11101001,798.05,0,0,0,aktywna,797.35,0, , ,aktywna
,798.76,2016,85.5,-7.0,11101001,799.12,0,0,0,aktywna,798.41,0, , ,aktywna
,799.83,1984,85.5,-5.5,11101001,800.19,0,0,0,aktywna,799.49,0, , ,aktywna
,800.94,1984,85.5,-7.0,11101011,801.30,0,0,0,nieaktywna,800.56,0, , ,aktywna
,802.00,1920,85.5,-8.2,11101011,802.37,0,0,0,nieaktywna,801.66,0, , ,nieaktywna
,803.09,1888,85.5,-6.6,11101011,803.45,0,0,0,nieaktywna,802.74,0, , ,nieaktywna
,804.14,1856,85.5,-4.7,11101011,804.49,0,0,0,nieaktywna,803.82,0, , ,nieaktywna
,805.21,1824,85.5,-2.7,11101011,805.57,0,0,0,nieaktywna,804.85,0, , ,nieaktywna
,806.33,1792,85.5,-1.6,11101011,806.70,0,0,0,nieaktywna,805.93,0, , ,nieaktywna
,807.43,1760,85.5,-0.4,11101011,807.78,0,0,0,nieaktywna,807.07,0, , ,nieaktywna
,808.50,1760,85.5,0.8,11101011,808.86,0,0,0,aktywna,808.14,0, , ,nieaktywna
,809.55,1728,85.5,0.4,11101011,809.91,0,0,0,aktywna,809.20,0, , ,aktywna
,810.59,1696,85.5,1.2,11101011,810.92,0,0,0,aktywna,810.26,0, , ,aktywna
,811.67,1664,85.5,2.7,11101011,812.00,0,0,0,aktywna,811.31,0, , ,aktywna
,812.68,1664,85.5,3.9,11101011,813.03,0,0,0,aktywna,812.33,0, , ,aktywna
,813.76,1632,85.5,2.7,11111111,814.11,0,0,0,aktywna,813.39,0, , ,aktywna
,814.84,1568,85.5,0.8,11111111,815.19,0,0,0,aktywna,814.48,0, , ,aktywna
,815.88,1600,85.5,2.0,11101011,816.24,0,0,0,aktywna,815.51,0, , ,aktywna
,816.95,1568,85.5,1.6,11101011,817.29,0,0,0,aktywna,816.59,0, , ,aktywna
,818.06,1568,85.5,2.3,11101011,818.41,0,0,0,aktywna,817.68,0, , ,aktywna
,819.12,1600,85.5,3.1,11101011,819.47,0,0,0,aktywna,818.77,0, , ,aktywna
,820.20,1600,85.5,3.5,11111111,820.56,0,0,0,aktywna,819.83,0, , ,aktywna
,821.27,1632,85.5,-0.4,11111111,821.59,0,0,0,aktywna,820.94,0, , ,aktywna
,822.32,1568,85.5,1.2,11111111,822.67,0,0,0,aktywna,821.95,0, , ,aktywna
,823.42,1536,85.5,1.6,11111111,823.72,0,0,0,aktywna,823.06,0, , ,aktywna
,824.57,1504,85.5,2.0,11111111,824.93,0,0,0,aktywna,824.16,0, , ,aktywna
,825.64,1408,85.5,4.3,11111111,825.99,0,0,0,aktywna,825.27,0, , ,aktywna
,826.62,992,85.5,3.1,11111111,826.95,0,0,0,aktywna,826.31,0, , ,aktywna
,827.59,928,85.5,3.5,11111111,827.92,0,0,0,aktywna,827.26,0, , ,aktywna
