Środa,12,Sierpień,2026,09:42:36:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,564.85,2592,81.0,0.8,11101001,565.20,0,0,0,aktywna,565.55,0, , ,aktywna
,565.89,2592,81.0,3.1,11101001,566.22,0,0,0,aktywna,566.56,0, , ,aktywna
,566.91,2592,81.0,4.3,11101001,567.24,0,0,0,aktywna,567.58,0, , ,aktywna
,567.91,2560,81.0,2.7,11101001,568.25,0,0,0,aktywna,568.57,0, , ,aktywna
,568.93,2528,81.0,-1.2,11101001,569.27,0,0,0,aktywna,569.60,0, , ,aktywna
,569.93,2496,81.0,-2.7,11101001,570.24,0,0,0,aktywna,570.57,0, , ,aktywna
,570.88,2432,81.0,-4.7,11111101,571.22,0,0,0,nieaktywna,571.54,0, , ,nieaktywna
,571.89,2432,81.0,0.0,11111101,572.23,0,0,0,nieaktywna,572.54,0, , ,nieaktywna
,572.87,2368,81.0,0.0,11111101,573.21,0,0,0,nieaktywna,573.54,0, , ,nieaktywna
,573.87,2336,81.0,0.0,11111101,574.19,0,0,0,nieaktywna,574.53,0, , ,nieaktywna
,574.87,2304,81.0,0.0,11111101,575.18,0,0,0,nieaktywna,575.51,0, , ,nieaktywna
,575.84,2240,81.0,0.0,11111101,576.17,0,0,0,nieaktywna,576.52,0, , ,nieaktywna
,576.87,2208,81.0,0.0,11111101,577.21,0,0,0,nieaktywna,577.54,0, , ,nieaktywna
,577.86,2144,81.0,0.0,11111101,578.22,0,0,0,nieaktywna,578.58,0, , ,nieaktywna
,578.93,2112,81.0,0.0,11111101,579.26,0,0,0,nieaktywna,579.59,0, , ,nieaktywna
,579.96,2048,81.0,0.0,11111101,580.32,0,0,0,aktywna,580.66,0, , ,aktywna
,581.03,2080,81.0,0.0,11101001,581.37,0,0,0,aktywna,581.72,0, , ,aktywna
,582.06,2112,81.0,0.0,11101001,582.42,0,0,0,aktywna,582.78,0, , ,aktywna
,583.13,2176,81.0,-7.4,11101001,583.47,0,0,0,aktywna,583.81,0, , ,aktywna
,584.15,2240,81.0,-6.3,11101001,584.48,0,0,0,aktywna,584.83,0, , ,aktywna
,585.17,2272,81.0,-2.7,11101001,585.51,0,0,0,aktywna,585.83,0, , ,aktywna
,586.17,2304,81.0,-5.1,11101001,586.52,0,0,0,aktywna,586.86,0, , ,aktywna
,587.21,2336,79.5,-6.3,11101001,587.56,0,0,0,aktywna,587.89,0, , ,aktywna
,588.23,2336,81.0,-3.9,11101001,588.55,0,0,0,aktywna,588.88,0, , ,aktywna
,589.21,2368,79.5,2.7,11101001,589.54,0,0,0,aktywna,589.86,0, , ,aktywna
,590.21,2336,79.5,1.6,11101001,590.54,0,0,0,aktywna,590.87,0, , ,aktywna
,591.19,2336,79.5,-0.8,11101001,591.53,0,0,0,aktywna,591.86,0, , ,aktywna
,592.19,2304,79.5,-3.1,11101001,592.53,0,0,0,aktywna,592.86,0, , ,aktywna
,593.19,2304,79.5,-5.1,11101001,593.53,0,0,0,aktywna,593.85,0, , ,aktywna
,594.18,2272,79.5,-6.6,11101001,594.51,0,0,0,aktywna,594.83,0, , ,aktywna
,595.16,2240,79.5,-9.0,11101001,595.50,0,0,0,nieaktywna,595.85,0, , ,nieaktywna
,596.19,2208,79.5,-4.3,11101001,596.53,0,0,0,nieaktywna,596.87,0, , ,nieaktywna
,597.19,2176,79.5,0.0,11111101,597.52,0,0,0,nieaktywna,597.86,0, , ,nieaktywna
,598.19,2112,79.5,0.0,11101001,598.54,0,0,0,nieaktywna,598.88,0, , ,nieaktywna
,599.22,2080,79.5,0.0,11101001,599.57,0,0,0,nieaktywna,599.91,0, , ,nieaktywna
,600.26,2016,79.5,0.0,11111101,600.60,0,0,0,nieaktywna,600.94,0, , ,nieaktywna
,601.30,1984,79.5,0.0,11111111,601.65,0,0,0,nieaktywna,602.00,0, , ,nieaktywna
,602.34,1952,79.5,0.0,11111111,602.70,0,0,0,nieaktywna,603.06,0, , ,nieaktywna
,603.41,1888,79.5,0.0,11111111,603.77,0,0,0,nieaktywna,604.10,0, , ,nieaktywna
,604.43,1856,79.5,0.0,11111111,604.78,0,0,0,nieaktywna,605.12,0, , ,nieaktywna
,605.45,1824,79.5,0.0,11111111,605.85,0,0,0,nieaktywna,606.19,0, , ,nieaktywna
,606.54,1760,79.5,0.0,11111111,606.89,0,0,0,nieaktywna,607.25,0, , ,nieaktywna
,607.58,1696,79.5,0.0,11111111,607.91,0,0,0,nieaktywna,608.23,0, , ,nieaktywna
,608.55,1664,79.5,0.0,11111110,608.88,0,0,0,nieaktywna,609.22,0, , ,nieaktywna
,609.58,1632,79.5,0.0,11111111,609.93,0,0,0,nieaktywna,610.27,0, , ,nieaktywna
,610.62,1600,79.5,0.0,11111110,610.95,0,0,0,nieaktywna,611.31,0, , ,nieaktywna
,611.65,1568,79.5,0.0,11111110,611.99,0,0,0,nieaktywna,612.33,0, , ,nieaktywna
,612.68,1568,79.5,0.0,11101010,613.00,0,0,0,nieaktywna,613.34,0, , ,nieaktywna
,613.78,1536,79.5,0.0,11111110,614.11,0,0,0,aktywna,614.43,0, , ,aktywna
,614.72,960,79.5,0.8,11111110,615.03,0,0,0,aktywna,615.37,0, , ,aktywna
,615.70,1376,79.5,3.9,11101010,616.06,0,0,0,nieaktywna,616.44,0, , ,nieaktywna
,616.81,1952,79.5,5.5,11101010,617.16,0,0,0,nieaktywna,617.54,0, , ,nieaktywna
,617.89,1856,79.5,-0.4,11101010,618.24,0,0,0,aktywna,618.59,0, , ,nieaktywna
,618.95,1824,79.5,0.8,11111110,619.32,0,0,0,nieaktywna,619.68,0, , ,nieaktywna
,620.06,1792,78.0,0.0,11111110,620.41,0,0,0,nieaktywna,620.78,0, , ,nieaktywna
,621.14,1760,79.5,0.0,11101010,621.51,0,0,0,nieaktywna,621.86,0, , ,nieaktywna
,622.21,1760,79.5,0.4,11101010,622.56,0,0,0,nieaktywna,622.94,0, , ,aktywna
,623.32,1728,78.0,2.0,11101010,623.67,0,0,0,aktywna,624.06,0, , ,aktywna
,624.42,1696,78.0,3.1,11101010,624.78,0,0,0,aktywna,625.18,0, , ,aktywna
,625.55,1696,78.0,2.3,11101010,625.90,0,0,0,aktywna,626.26,0, , ,nieaktywna
,626.59,1664,78.0,1.2,11101010,626.91,0,0,0,aktywna,627.27,0, , ,aktywna
,627.62,1664,78.0,2.7,11101010,627.97,0,0,0,aktywna,628.34,0, , ,aktywna
,628.67,1632,78.0,3.1,11101010,629.07,0,0,0,aktywna,629.43,0, , ,aktywna
,629.79,1664,78.0,4.7,11101010,630.15,0,0,0,aktywna,630.49,0, , ,aktywna
,630.82,1664,78.0,7.0,11101010,631.16,0,0,0,aktywna,631.53,0, , ,aktywna
,631.91,1696,78.0,10.2,11101010,632.27,0,0,0,aktywna,632.66,0, , ,aktywna
,633.03,1696,78.0,10.9,11101010,633.42,0,0,0,aktywna,633.79,0, , ,aktywna
,634.13,1696,78.0,11.3,11101010,634.45,0,0,0,nieaktywna,634.79,0, , ,nieaktywna
,635.11,1056,78.0,0.0,11111110,635.42,0,0,0,aktywna,635.74,0, , ,aktywna
,636.07,1088,78.0,0.0,11111110,636.39,0,0,0,nieaktywna,636.74,0, , ,nieaktywna
,637.05,1280,78.0,0.0,11111110,637.43,0,0,0,nieaktywna,637.79,0, , ,nieaktywna
,638.11,1920,78.0,0.0,11111110,638.46,0,0,0,nieaktywna,638.81,0, , ,nieaktywna
,639.16,1760,78.0,0.0,11101010,639.51,0,0,0,aktywna,639.84,0, , ,aktywna
,640.19,1792,78.0,0.0,11101010,640.57,0,0,0,aktywna,640.94,0, , ,aktywna
,641.32,1888,79.5,-0.4,11101010,641.69,0,0,0,aktywna,642.05,0, , ,aktywna
,642.42,2016,78.0,0.4,11101000,642.79,0,0,0,aktywna,643.15,0, , ,aktywna
,643.48,2112,78.0,0.0,11101000,643.82,0,0,0,aktywna,644.17,0, , ,aktywna
,644.55,2112,78.0,-2.3,11101000,644.88,0,0,0,aktywna,645.23,0, , ,aktywna
,645.57,2112,78.0,-6.6,11101000,645.92,0,0,0,aktywna,646.25,0, , ,aktywna
,646.59,2144,78.0,-5.5,11101000,646.93,0,0,0,aktywna,647.28,0, , ,aktywna
,647.62,2176,78.0,-4.7,11101000,647.96,0,0,0,aktywna,648.29,0, , ,aktywna
,648.63,2176,78.0,-3.5,11101000,648.97,0,0,0,aktywna,649.33,0, , ,aktywna
,649.67,2208,78.0,-0.4,11101000,650.03,0,0,0,aktywna,650.38,0, , ,aktywna
,650.71,2272,78.0,2.3,11101000,651.04,0,0,0,aktywna,651.41,0, , ,aktywna
,651.76,2304,78.0,2.3,11101000,652.11,0,0,0,aktywna,652.46,0, , ,aktywna
,652.78,2304,78.0,0.0,11101000,653.13,0,0,0,aktywna,653.46,0, , ,aktywna
,653.80,2336,78.0,-1.6,11101000,654.16,0,0,0,aktywna,654.54,0, , ,aktywna
,654.86,2336,79.5,-5.5,11101000,655.19,0,0,0,aktywna,655.54,0, , ,aktywna
,655.87,2336,78.0,-5.9,11101000,656.22,0,0,0,aktywna,656.58,0, , ,aktywna
,656.92,2368,78.0,-7.4,11101000,657.27,0,0,0,aktywna,657.61,0, , ,aktywna
,657.94,2368,78.0,-7.4,11101000,658.28,0,0,0,aktywna,658.66,0, , ,aktywna
,659.02,2400,78.0,-7.8,11101000,659.39,0,0,0,aktywna,659.73,0, , ,aktywna
,660.05,2432,79.5,-5.5,11101000,660.42,0,0,0,aktywna,660.78,0, , ,aktywna
,661.10,2400,78.0,-3.9,11101000,661.46,0,0,0,aktywna,661.80,0, , ,aktywna
,662.14,2368,78.0,-4.7,11101000,662.49,0,0,0,aktywna,662.81,0, , ,aktywna
,663.16,2368,79.5,-4.7,11101000,663.50,0,0,0,aktywna,663.84,0, , ,aktywna
,664.18,2336,79.5,-7.8,11101000,664.51,0,0,0,aktywna,664.85,0, , ,aktywna
,665.20,2304,79.5,-7.8,11101000,665.55,0,0,0,aktywna,665.90,0, , ,aktywna
,666.22,2272,79.5,-7.0,11101000,666.57,0,0,0,aktywna,666.91,0, , ,aktywna
,667.25,2304,79.5,-5.1,11101000,667.61,0,0,0,aktywna,667.95,0, , ,aktywna
,668.29,2272,79.5,-5.9,11111100,668.63,0,0,0,nieaktywna,668.95,0, , ,nieaktywna
,669.30,2240,79.5,0.0,11111100,669.65,0,0,0,nieaktywna,669.97,0, , ,nieaktywna
,670.31,2112,79.5,0.0,11111100,670.67,0,0,0,nieaktywna,671.02,0, , ,aktywna
,671.37,2016,79.5,0.0,11101000,671.70,0,0,0,aktywna,672.07,0, , ,aktywna
,672.41,2144,79.5,0.0,11101000,672.76,0,0,0,aktywna,673.10,0, , ,aktywna
,673.43,2240,79.5,-0.8,11101000,673.75,0,0,0,aktywna,674.10,0, , ,aktywna
,674.45,2336,79.5,2.3,11101000,674.79,0,0,0,aktywna,675.10,0, , ,aktywna
,675.42,2336,79.5,0.0,11111100,675.75,0,0,0,nieaktywna,676.08,0, , ,nieaktywna
,676.41,2272,79.5,0.0,11111100,676.74,0,0,0,nieaktywna,677.06,0, , ,nieaktywna
,677.39,2208,79.5,0.0,11101000,677.74,0,0,0,aktywna,678.07,0, , ,aktywna
,678.41,2208,79.5,-2.0,11101001,678.75,0,0,0,aktywna,679.10,0, , ,aktywna
,679.45,2208,79.5,-2.0,11101000,679.81,0,0,0,aktywna,680.14,0, , ,aktywna
,680.46,2240,79.5,0.4,11101001,680.79,0,0,0,aktywna,681.12,0, , ,aktywna
,681.45,2272,79.5,1.2,11101001,681.79,0,0,0,aktywna,682.12,0, , ,aktywna
,682.45,2304,79.5,6.6,11101001,682.77,0,0,0,aktywna,683.13,0, , ,aktywna
,683.46,2368,79.5,7.8,11101001,683.78,0,0,0,aktywna,684.13,0, , ,aktywna
,684.47,2336,79.5,-3.9,11101001,684.80,0,0,0,aktywna,685.14,0, , ,aktywna
,685.49,2336,79.5,1.6,11101001,685.80,0,0,0,aktywna,686.14,0, , ,aktywna
,686.49,2368,79.5,3.1,11101001,686.88,0,0,0,aktywna,687.23,0, , ,aktywna
,687.55,2400,79.5,6.6,11101001,687.89,0,0,0,aktywna,688.24,0, , ,aktywna
,688.60,2432,79.5,8.6,11101001,688.94,0,0,0,aktywna,689.27,0, , ,aktywna
,689.61,2496,79.5,10.9,11101001,689.96,0,0,0,aktywna,690.29,0, , ,aktywna
,690.63,2528,79.5,3.9,11101001,690.97,0,0,0,aktywna,691.34,0, , ,aktywna
,691.68,2528,79.5,2.3,11101001,692.01,0,0,0,aktywna,692.33,0, , ,aktywna
,692.67,2528,79.5,1.6,11101001,693.00,0,0,0,aktywna,693.36,0, , ,aktywna
,693.72,2432,79.5,-5.1,11111101,694.04,0,0,0,nieaktywna,694.35,0, , ,nieaktywna
,694.67,2368,79.5,0.0,11101001,695.02,0,0,0,nieaktywna,695.35,0, , ,nieaktywna
,695.68,2240,79.5,0.0,11101001,696.00,0,0,0,nieaktywna,696.35,0, , ,nieaktywna
,696.68,2176,79.5,2.0,11101001,697.00,0,0,0,nieaktywna,697.36,0, , ,nieaktywna
,697.70,2080,79.5,3.9,11101001,698.05,0,0,0,nieaktywna,698.41,0, , ,nieaktywna
,698.77,1984,79.5,13.7,11101001,699.14,0,0,0,nieaktywna,699.49,0, , ,nieaktywna
,699.79,1536,81.0,0.0,11111111,700.09,0,0,0,nieaktywna,700.40,0, , ,nieaktywna
,700.73,1120,79.5,0.0,11111111,701.04,0,0,0,nieaktywna,701.35,0, , ,nieaktywna
,701.71,992,79.5,0.0,11111111,702.00,0,0,0,nieaktywna,702.30,0, , ,aktywna
,702.61,896,81.0,-0.4,11111111,702.93,0,0,0,aktywna,703.23,0, , ,aktywna
,703.52,896,81.0,2.0,11111111,703.82,0,0,0,aktywna,704.14,0, , ,aktywna
,704.44,896,79.5,4.3,11111111,704.77,0,0,0,aktywna,705.09,0, , ,aktywna
,705.39,896,79.5,5.5,11111111,705.72,0,0,0,aktywna,706.00,0, , ,aktywna
,706.41,1440,81.0,7.0,11101011,706.78,0,0,0,nieaktywna,707.16,0, , ,aktywna
,707.52,1824,81.0,0.0,11101011,707.87,0,0,0,nieaktywna,708.23,0, , ,nieaktywna
,708.58,1920,81.0,3.9,11101011,708.95,0,0,0,aktywna,709.30,0, , ,aktywna
,709.68,1984,81.0,-1.2,11101011,710.02,0,0,0,aktywna,710.38,0, , ,aktywna
,710.74,1984,81.0,-6.6,11101001,711.09,0,0,0,aktywna,711.43,0, , ,aktywna
,711.80,1952,81.0,-7.0,11101011,712.17,0,0,0,aktywna,712.55,0, , ,aktywna
,712.93,1984,81.0,-7.8,11101001,713.29,0,0,0,aktywna,713.65,0, , ,aktywna
,714.01,1952,81.0,-7.8,11101011,714.36,0,0,0,aktywna,714.73,0, , ,aktywna
,715.08,1952,81.0,-6.6,11101011,715.45,0,0,0,aktywna,715.85,0, , ,aktywna
,716.23,1856,81.0,-3.9,11101011,716.59,0,0,0,aktywna,716.96,0, , ,aktywna
,717.31,1856,79.5,0.0,11101011,717.69,0,0,0,aktywna,718.05,0, , ,aktywna
,718.42,1824,79.5,2.3,11101011,718.80,0,0,0,nieaktywna,719.20,0, , ,nieaktywna
,719.58,1792,79.5,2.0,11101011,719.96,0,0,0,nieaktywna,720.31,0, , ,nieaktywna
,720.64,1696,79.5,-0.4,11101011,720.99,0,0,0,nieaktywna,721.35,0, , ,nieaktywna
,721.69,1664,79.5,-1.2,11101011,722.07,0,0,0,aktywna,722.41,0, , ,aktywna
,722.77,1664,79.5,2.0,11101011,723.15,0,0,0,aktywna,723.52,0, , ,aktywna
,723.87,1728,79.5,0.0,11101011,724.23,0,0,0,aktywna,724.59,0, , ,aktywna
,724.96,1856,79.5,3.1,11101011,725.34,0,0,0,aktywna,725.69,0, , ,aktywna
,726.03,2048,79.5,7.0,11101001,726.38,0,0,0,aktywna,726.71,0, , ,aktywna
,727.04,2144,79.5,7.8,11101001,727.38,0,0,0,aktywna,727.71,0, , ,aktywna
,728.04,2272,79.5,7.4,11101001,728.38,0,0,0,aktywna,728.72,0, , ,aktywna
,729.08,2368,79.5,3.1,11101001,729.46,0,0,0,aktywna,729.80,0, , ,aktywna
,730.12,2400,79.5,-2.3,11101001,730.44,0,0,0,aktywna,730.79,0, , ,aktywna
,731.13,2368,79.5,-9.8,11101001,731.47,0,0,0,aktywna,731.83,0, , ,aktywna
,732.18,2336,81.0,-10.9,11101001,732.50,0,0,0,aktywna,732.83,0, , ,aktywna
,733.16,2400,81.0,-6.6,11101001,733.52,0,0,0,aktywna,733.87,0, , ,aktywna
,734.22,2464,79.5,-3.1,11101001,734.58,0,0,0,aktywna,734.90,0, , ,aktywna
,735.22,2624,79.5,1.6,11101001,735.55,0,0,0,aktywna,735.90,0, , ,aktywna
,736.21,2848,81.0,-0.4,11101001,736.53,0,0,0,nieaktywna,736.89,0, , ,nieaktywna
,737.27,1600,79.5,0.0,11111111,737.61,0,0,0,nieaktywna,737.94,0, , ,nieaktywna
,738.32,1792,81.0,0.0,11101011,738.68,0,0,0,aktywna,739.03,0, , ,aktywna
,739.41,1760,81.0,-0.8,11101011,739.78,0,0,0,aktywna,740.12,0, , ,aktywna
,740.47,1760,81.0,0.0,11101011,740.84,0,0,0,aktywna,741.20,0, , ,aktywna
,741.57,1760,81.0,1.2,11101011,741.94,0,0,0,aktywna,742.27,0, , ,aktywna
,742.61,1792,81.0,2.3,11101011,742.99,0,0,0,aktywna,743.32,0, , ,aktywna
,743.68,1824,81.0,0.4,11101011,744.04,0,0,0,aktywna,744.40,0, , ,aktywna
,744.78,1824,81.0,-1.6,11101011,745.13,0,0,0,aktywna,745.47,0, , ,aktywna
,745.85,1824,81.0,-3.1,11101011,746.22,0,0,0,aktywna,746.61,0, , ,aktywna
,746.99,1888,81.0,1.6,11101011,747.35,0,0,0,aktywna,747.72,0, , ,aktywna
,748.08,1888,81.0,0.0,11101011,748.45,0,0,0,aktywna,748.79,0, , ,nieaktywna
,749.16,1792,81.0,-3.9,11111111,749.54,0,0,0,aktywna,749.87,0, , ,nieaktywna
,750.20,1696,81.0,0.0,11111111,750.53,0,0,0,nieaktywna,750.83,0, , ,nieaktywna
,751.13,1376,81.0,0.0,11111111,751.48,0,0,0,nieaktywna,751.80,0, , ,aktywna
,752.11,1088,81.0,0.0,11111111,752.44,0,0,0,nieaktywna,752.73,0, , ,nieaktywna
,753.05,1024,81.0,0.0,11111111,753.40,0,0,0,aktywna,753.74,0, , ,aktywna
,754.09,1568,81.0,0.0,11101011,754.45,0,0,0,aktywna,754.79,0, , ,aktywna
,755.12,1664,81.0,2.0,11101011,755.44,0,0,0,aktywna,755.82,0, , ,aktywna
,756.20,1728,81.0,4.7,11101011,756.57,0,0,0,aktywna,756.91,0, , ,aktywna
,757.27,1824,81.0,3.1,11101011,757.63,0,0,0,aktywna,758.00,0, , ,aktywna
,758.37,1920,81.0,3.5,11101011,758.72,0,0,0,aktywna,759.08,0, , ,aktywna
,759.43,2016,81.0,0.8,11101001,759.78,0,0,0,aktywna,760.13,0, , ,aktywna
,760.48,2080,81.0,2.3,11101001,760.81,0,0,0,aktywna,761.15,0, , ,aktywna
,761.51,2016,81.0,-3.1,11101001,761.87,0,0,0,aktywna,762.21,0, , ,aktywna
,762.54,2048,81.0,0.0,11101001,762.86,0,0,0,aktywna,763.20,0, , ,aktywna
,763.55,2272,81.0,0.0,11101001,763.91,0,0,0,aktywna,764.29,0, , ,aktywna
,764.62,2528,81.0,-7.0,11101001,764.96,0,0,0,aktywna,765.27,0, , ,aktywna
,765.59,2784,81.0,-7.0,11101001,765.92,0,0,0,nieaktywna,766.27,0, , ,nieaktywna
,766.63,1760,81.0,0.0,11111111,766.95,0,0,0,aktywna,767.30,0, , ,aktywna
,767.65,1696,81.0,0.0,11101011,768.00,0,0,0,aktywna,768.34,0, , ,aktywna
,768.69,1696,81.0,0.0,11101011,769.05,0,0,0,aktywna,769.42,0, , ,aktywna
,769.74,1792,81.0,-3.1,11101011,770.09,0,0,0,aktywna,770.46,0, , ,aktywna
,770.83,1856,81.0,-9.8,11101011,771.20,0,0,0,aktywna,771.56,0, , ,aktywna
,771.90,1984,81.0,-12.5,11101001,772.24,0,0,0,aktywna,772.58,0, , ,aktywna
,772.93,2080,81.0,0.0,11101001,773.26,0,0,0,aktywna,773.59,0, , ,aktywna
,773.92,2112,81.0,0.0,11101001,774.29,0,0,0,nieaktywna,774.63,0, , ,nieaktywna
,774.97,2080,81.0,0.8,11101001,775.33,0,0,0,nieaktywna,775.67,0, , ,nieaktywna
,776.02,2080,81.0,1.6,11101001,776.36,0,0,0,nieaktywna,776.74,0, , ,nieaktywna
,777.08,2080,81.0,2.0,11101001,777.43,0,0,0,aktywna,777.77,0, , ,aktywna
,778.12,2048,81.0,-3.1,11101001,778.47,0,0,0,aktywna,778.84,0, , ,nieaktywna
,779.19,1984,82.5,-8.6,11101011,779.56,0,0,0,aktywna,779.90,0, , ,aktywna
,780.26,1856,82.5,-10.2,11101011,780.61,0,0,0,aktywna,780.97,0, , ,nieaktywna
,781.28,1440,82.5,0.0,11111111,781.63,0,0,0,nieaktywna,781.94,0, , ,aktywna
,782.24,1088,82.5,0.0,11111111,782.55,0,0,0,aktywna,782.89,0, , ,aktywna
,783.20,960,82.5,0.0,11111111,783.51,0,0,0,aktywna,783.82,0, , ,aktywna
,784.15,896,82.5,-1.2,11111111,784.44,0,0,0,aktywna,784.76,0, , ,aktywna
,785.06,896,82.5,-0.8,11111111,785.39,0,0,0,aktywna,785.70,0, , ,aktywna
,786.00,896,82.5,0.4,11111111,786.31,0,0,0,aktywna,786.66,0, , ,aktywna
,787.01,1312,82.5,3.5,11101011,787.34,0,0,0,aktywna,787.67,0, , ,aktywna
,788.04,1344,82.5,0.4,11101011,788.36,0,0,0,aktywna,788.67,0, , ,aktywna
,789.10,1472,82.5,0.8,11101011,789.45,0,0,0,aktywna,789.78,0, , ,aktywna
,790.16,1696,82.5,0.0,11101011,790.52,0,0,0,aktywna,790.89,0, , ,aktywna
,791.27,1920,82.5,-3.9,11101011,791.61,0,0,0,aktywna,791.94,0, , ,aktywna
,792.27,2176,82.5,-5.5,11101001,792.61,0,0,0,aktywna,792.94,0, , ,aktywna
,793.29,2432,82.5,-3.1,11101001,793.65,0,0,0,aktywna,793.99,0, , ,aktywna
,794.33,2656,82.5,0.0,11101001,794.67,0,0,0,nieaktywna,794.99,0, , ,nieaktywna
,795.34,1504,82.5,0.0,11111111,795.66,0,0,0,nieaktywna,795.97,0, , ,nieaktywna
,796.30,1056,82.5,0.0,11111111,796.63,0,0,0,aktywna,796.96,0, , ,nieaktywna
,797.26,992,82.5,0.0,11111111,797.52,0,0,0,nieaktywna,797.83,0, , ,aktywna
,798.14,928,82.5,-1.6,11111111,798.49,0,0,0,aktywna,798.79,0, , ,aktywna
,799.11,928,82.5,-1.6,11111111,799.43,0,0,0,aktywna,799.71,0, , ,aktywna
,800.00,896,82.5,0.0,11111111,800.32,0,0,0,aktywna,800.60,0, , ,aktywna
,800.90,896,82.5,1.6,11111111,801.21,0,0,0,aktywna,801.52,0, , ,aktywna
,801.82,896,82.5,2.7,11111111,802.12,0,0,0,aktywna,802.43,0, , ,aktywna
,802.73,896,82.5,3.5,11111111,803.04,0,0,0,aktywna,803.36,0, , ,aktywna
,803.69,896,82.5,3.9,11111111,804.01,0,0,0,aktywna,804.31,0, , ,aktywna
,804.61,896,82.5,3.9,11111111,804.91,0,0,0,aktywna,805.21,0, , ,aktywna
,805.51,864,82.5,3.9,11111111,805.83,0,0,0,aktywna,806.13,0, , ,aktywna
,806.45,864,82.5,3.5,11111111,806.75,0,0,0,aktywna,807.09,0, , ,aktywna
,807.40,864,82.5,2.7,11111111,807.71,0,0,0,aktywna,808.02,0, , ,aktywna
,808.33,896,82.5,2.0,11111111,808.65,0,0,0,aktywna,808.94,0, , ,aktywna
,809.24,864,82.5,1.2,11111111,809.54,0,0,0,aktywna,809.83,0, , ,aktywna
,810.12,864,82.5,1.2,11111111,810.42,0,0,0,aktywna,810.73,0, , ,aktywna
,811.03,832,82.5,1.2,11111111,811.31,0,0,0,aktywna,811.63,0, , ,aktywna
,811.93,800,82.5,1.2,11111111,812.22,0,0,0,aktywna,812.54,0, , ,aktywna
,812.83,768,82.5,-0.4,11111111,813.13,0,0,0,aktywna,813.43,0, , ,aktywna
,813.74,768,82.5,0.4,11111111,814.05,0,0,0,aktywna,814.35,0, , ,aktywna
,814.65,768,82.5,2.3,11111111,814.94,0,0,0,aktywna,815.23,0, , ,aktywna
,815.51,768,82.5,2.0,11111111,815.80,0,0,0,aktywna,816.10,0, , ,nieaktywna
,816.39,800,82.5,1.6,11111111,816.69,0,0,0,nieaktywna,816.99,0, , ,nieaktywna
,817.29,800,82.5,1.6,11111111,817.59,0,0,0,nieaktywna,817.90,0, , ,nieaktywna
,818.19,800,82.5,0.0,11111111,818.51,0,0,0,nieaktywna,818.81,0, , ,nieaktywna
,819.12,768,82.5,-0.8,11111111,819.42,0,0,0,aktywna,819.74,0, , ,aktywna
,820.03,768,82.5,-0.8,11111111,820.35,0,0,0,aktywna,820.65,0, , ,aktywna
,820.93,768,82.5,0.4,11111111,821.22,0,0,0,aktywna,821.53,0, , ,aktywna
,821.85,800,82.5,1.2,11111111,822.15,0,0,0,aktywna,822.45,0, , ,aktywna
,822.75,800,82.5,0.8,11111111,823.04,0,0,0,aktywna,823.35,0, , ,aktywna
,823.64,800,82.5,0.8,11111111,823.97,0,0,0,aktywna,824.28,0, , ,aktywna
,824.60,1024,82.5,2.0,11101011,824.91,0,0,0,aktywna,825.22,0, , ,aktywna
,825.52,704,82.5,1.6,11101011,825.82,0,0,0,nieaktywna,826.13,0, , ,aktywna
,826.43,896,82.5,0.0,11101011,826.76,0,0,0,aktywna,827.07,0, , ,aktywna
,827.42,1184,82.5,-2.0,11101011,827.77,0,0,0,aktywna,828.09,0, , ,aktywna
,828.46,1344,84.0,-4.7,11101011,828.80,0,0,0,aktywna,829.18,0, , ,aktywna
,829.45,1472,84.0,-7.0,11111111,829.79,0,0,0,aktywna,830.11,0, , ,aktywna
,830.42,1312,84.0,-6.6,11111111,830.76,0,0,0,aktywna,831.06,0, , ,aktywna
,831.36,896,84.0,-6.6,11111111,831.67,0,0,0,aktywna,832.00,0, , ,aktywna
,832.33,896,84.0,-5.1,11111111,832.66,0,0,0,aktywna,832.96,0, , ,aktywna
,833.25,800,84.0,-3.1,11111111,833.58,0,0,0,aktywna,833.87,0, , ,aktywna
,834.17,800,84.0,-2.3,11111111,834.47,0,0,0,aktywna,834.78,0, , ,aktywna
,835.08,800,84.0,-2.0,11111111,835.37,0,0,0,aktywna,835.67,0, , ,aktywna
,848.48,0,84.0,0.0,11110111,847.94,0,0,0,nieaktywna,848.21,0, , ,nieaktywna
,849.28,0,84.0,0.0,11110111,848.74,0,0,0,nieaktywna,849.01,0, , ,nieaktywna
,850.10,0,84.0,0.0,11110111,849.56,0,0,0,nieaktywna,849.83,0, , ,nieaktywna
,850.90,0,84.0,0.0,11110111,850.37,0,0,0,nieaktywna,850.63,0, , ,nieaktywna
,851.69,0,84.0,0.0,11110111,851.16,0,0,0,nieaktywna,851.43,0, , ,nieaktywna
,852.49,0,84.0,0.0,11110111,851.96,0,0,0,nieaktywna,852.23,0, , ,nieaktywna
,853.31,0,84.0,0.0,11110111,852.76,0,0,0,nieaktywna,853.03,0, , ,nieaktywna
