Niedziela,23,Sierpień,2026,18:24:09:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'032
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Lambda, , 
,466.76,768,96.0,-8.6,00111111,467.07,768,25.1,3.09,397.8,466.46,0.0,0.0, , 
,467.69,800,96.0,-8.6,00111111,467.99,800,25.1,3.09,397.8,467.37,0.0,0.0, , 
,468.60,768,96.0,-8.6,00111111,468.89,768,25.1,3.09,397.8,468.30,0.0,0.0, , 
,469.50,800,96.0,-8.6,00111111,469.81,768,25.1,3.09,397.8,469.20,0.0,0.0, , 
,470.41,800,96.0,-8.6,00111111,470.70,800,25.1,3.09,397.8,470.11,0.0,0.0, , 
,471.31,800,96.0,-8.6,00111111,471.61,768,25.1,3.09,397.8,471.02,0.0,0.0, , 
,472.20,800,96.0,-8.2,00111111,472.49,768,25.1,3.09,397.8,471.90,0.0,0.0, , 
,473.06,768,96.0,-8.2,00111111,473.36,800,25.1,3.09,397.8,472.77,0.0,0.0, , 
,473.96,768,96.0,-8.6,00111111,474.26,800,25.1,3.09,397.8,473.66,0.0,0.0, , 
,474.88,800,96.0,-8.6,00111111,475.17,800,25.1,3.09,397.8,474.57,0.0,0.0, , 
,475.78,800,96.0,-8.6,00111111,476.09,768,25.1,3.09,397.8,475.48,0.0,0.0, , 
,476.70,800,96.0,-8.2,00111111,476.99,800,25.1,3.09,397.8,476.40,0.0,0.0, , 
,477.59,800,96.0,-8.2,00111111,477.92,768,25.1,3.09,377.4,477.29,0.0,0.0, , 
,478.53,768,96.0,-7.8,00111111,478.82,768,25.1,3.09,397.8,478.23,0.0,0.0, , 
,479.38,800,96.0,-8.6,00111111,479.67,800,25.1,3.09,397.8,479.10,0.0,0.0, , 
,480.28,768,96.0,-8.6,00111111,480.59,800,25.1,3.09,397.8,479.97,0.0,0.0, , 
,481.20,800,97.5,-8.2,00111111,481.50,800,25.1,3.09,397.8,480.90,0.0,0.0, , 
,482.10,800,96.0,-7.8,00111111,482.39,800,25.1,3.09,397.8,481.79,0.0,0.0, , 
,483.00,800,96.0,-7.8,00111111,483.30,800,25.1,3.09,397.8,482.70,0.0,0.0, , 
,483.89,768,96.0,-7.8,00111111,484.19,800,25.1,3.09,397.8,483.59,0.0,0.0, , 
,484.78,800,96.0,-7.8,00111111,485.08,800,25.1,3.09,397.8,484.47,0.0,0.0, , 
,485.67,800,96.0,-7.8,00111111,485.97,768,25.1,3.09,397.8,485.38,0.0,0.0, , 
,486.58,800,94.5,-7.4,00111111,486.88,800,25.1,3.09,397.8,486.28,0.0,0.0, , 
,487.47,768,94.5,-7.0,00111111,487.77,800,25.1,3.09,397.8,487.17,0.0,0.0, , 
,488.39,800,94.5,-6.6,00111111,488.68,768,25.1,3.09,377.4,488.08,0.0,0.0, , 
,489.28,800,94.5,-7.4,00111111,489.57,800,25.1,3.09,377.4,488.98,0.0,0.0, , 
,490.17,800,94.5,-8.2,00111111,490.47,800,25.1,3.09,377.4,489.86,0.0,0.0, , 
,491.06,800,94.5,-8.6,00111111,491.35,800,23.5,3.09,377.4,490.77,0.0,0.0, , 
,491.96,800,94.5,-8.6,00111111,492.24,800,23.5,3.09,377.4,491.65,0.0,0.0, , 
,492.85,768,94.5,-9.0,00111111,493.15,800,23.5,3.09,377.4,492.55,0.0,0.0, , 
,493.74,800,94.5,-9.0,00111111,494.03,800,23.5,3.09,377.4,493.45,0.0,0.0, , 
,494.63,800,94.5,-9.4,00111111,494.91,800,23.5,3.09,377.4,494.33,0.0,0.0, , 
,495.50,800,94.5,-9.4,00111111,495.80,800,23.5,3.09,377.4,495.21,0.0,0.0, , 
,496.40,768,94.5,-9.8,00111111,496.70,768,23.5,3.09,377.4,496.09,0.0,0.0, , 
,497.32,800,93.0,-9.4,00111111,497.65,800,23.5,3.09,377.4,497.01,0.0,0.0, , 
,498.24,800,93.0,-9.4,00111111,498.53,768,23.5,3.09,377.4,497.95,0.0,0.0, , 
,499.14,800,93.0,-9.0,00111111,499.44,800,23.5,3.09,377.4,498.84,0.0,0.0, , 
,500.02,768,93.0,-8.6,00111111,500.31,768,23.5,3.09,377.4,499.72,0.0,0.0, , 
,500.91,768,93.0,-8.2,00111111,501.20,800,25.1,3.09,377.4,500.61,0.0,0.0, , 
,501.81,800,93.0,-7.8,00111111,502.09,768,25.1,3.09,377.4,501.50,0.0,0.0, , 
,502.68,768,93.0,-5.9,00111111,502.98,800,26.7,3.09,397.8,502.37,0.0,0.0, , 
,503.58,768,93.0,-0.4,00111111,503.88,800,25.1,3.09,397.8,503.28,0.0,0.0, , 
,504.45,800,93.0,1.6,00111111,504.76,800,25.1,3.09,377.4,504.16,0.0,0.0, , 
,505.38,768,93.0,2.0,00111111,505.67,768,25.1,3.09,377.4,505.08,0.0,0.0, , 
,506.26,800,91.5,1.6,00111111,506.57,768,25.1,3.09,377.4,505.97,0.0,0.0, , 
,507.14,800,91.5,1.2,00111111,507.44,800,23.5,3.09,377.4,506.85,0.0,0.0, , 
,508.03,800,91.5,0.4,00111111,508.34,800,25.1,3.09,377.4,507.74,0.0,0.0, , 
,508.94,768,91.5,-0.4,00111111,509.24,800,23.5,3.09,377.4,508.64,0.0,0.0, , 
,509.83,768,91.5,-0.8,00111111,510.14,800,25.1,3.09,377.4,509.54,0.0,0.0, , 
,510.77,800,91.5,-1.2,00111111,511.06,768,23.5,3.09,377.4,510.46,0.0,0.0, , 
,511.64,768,93.0,-0.8,00111111,511.94,768,25.1,3.09,377.4,511.36,0.0,0.0, , 
,512.54,800,91.5,-0.8,00111111,512.84,800,25.1,3.09,377.4,512.23,0.0,0.0, , 
,513.46,768,91.5,-0.4,00111111,513.75,768,25.1,3.09,377.4,513.16,0.0,0.0, , 
,514.33,768,91.5,-0.4,00111111,514.63,800,25.1,3.09,377.4,514.04,0.0,0.0, , 
,515.22,800,91.5,-0.4,00111111,515.52,800,25.1,3.09,377.4,514.92,0.0,0.0, , 
,516.11,800,91.5,-0.4,00111111,516.41,800,23.5,3.09,377.4,515.82,0.0,0.0, , 
,516.98,768,93.0,-0.8,00111111,517.28,768,25.1,3.09,377.4,516.69,0.0,0.0, , 
,517.87,768,93.0,-0.8,00111111,518.17,800,23.5,3.09,377.4,517.57,0.0,0.0, , 
,518.78,800,93.0,-0.4,00111111,519.08,800,25.1,3.09,377.4,518.48,0.0,0.0, , 
,519.67,768,93.0,0.0,00111111,519.98,768,25.1,3.09,377.4,519.37,0.0,0.0, , 
,520.59,768,93.0,0.0,00111111,520.89,800,25.1,3.09,377.4,520.29,0.0,0.0, , 
,521.49,800,93.0,0.0,00111111,521.77,768,25.1,3.09,377.4,521.19,0.0,0.0, , 
,522.35,800,93.0,0.0,00111111,522.65,800,25.1,3.09,377.4,522.07,0.0,0.0, , 
,523.26,768,93.0,0.4,00111111,523.57,800,25.1,3.09,377.4,522.95,0.0,0.0, , 
,524.17,768,93.0,0.4,00111111,524.48,800,25.1,3.09,377.4,523.86,0.0,0.0, , 
,525.08,768,93.0,0.4,00111111,525.38,800,25.1,3.09,377.4,524.78,0.0,0.0, , 
,525.97,768,93.0,0.8,00111111,526.27,800,23.5,3.09,377.4,525.67,0.0,0.0, , 
,526.86,800,93.0,0.8,00111111,527.17,800,23.5,3.09,377.4,526.57,0.0,0.0, , 
,527.80,768,93.0,0.8,00111111,528.08,768,25.1,3.09,377.4,527.48,0.0,0.0, , 
,528.67,800,93.0,0.8,00111111,528.97,800,23.5,3.09,377.4,528.37,0.0,0.0, , 
,529.54,768,93.0,0.8,00111111,529.84,800,23.5,3.09,377.4,529.26,0.0,0.0, , 
,530.43,768,93.0,1.2,00111111,530.74,768,23.5,3.09,377.4,530.14,0.0,0.0, , 
,531.33,768,93.0,1.2,00111111,531.63,800,23.5,3.09,377.4,531.03,0.0,0.0, , 
,532.23,768,94.5,1.2,00111111,532.56,768,23.5,3.09,377.4,531.93,0.0,0.0, , 
,533.18,800,93.0,1.2,00111111,533.50,800,23.5,3.09,377.4,532.87,0.0,0.0, , 
,534.10,800,94.5,0.8,00111111,534.40,800,23.5,3.09,377.4,533.80,0.0,0.0, , 
,535.00,800,93.0,0.8,00111111,535.30,800,23.5,3.09,377.4,534.70,0.0,0.0, , 
,535.88,768,94.5,0.8,00111111,536.18,768,23.5,3.09,377.4,535.60,0.0,0.0, , 
,536.79,800,94.5,0.8,00111111,537.09,800,23.5,3.09,377.4,536.50,0.0,0.0, , 
,537.71,800,94.5,0.8,00111111,537.99,768,23.5,3.09,377.4,537.40,0.0,0.0, , 
,538.58,800,94.5,1.2,00111111,538.88,800,23.5,3.09,377.4,538.28,0.0,0.0, , 
,539.47,800,94.5,0.8,00111111,539.77,768,25.1,3.09,377.4,539.18,0.0,0.0, , 
,540.37,800,94.5,0.8,00111111,540.66,768,23.5,3.09,377.4,540.08,0.0,0.0, , 
,541.26,800,94.5,1.2,00111111,541.57,768,25.1,3.09,377.4,540.96,0.0,0.0, , 
,542.16,800,94.5,1.2,00111111,542.46,800,23.5,3.09,377.4,541.86,0.0,0.0, , 
,543.07,768,93.0,1.6,00111111,543.36,800,23.5,3.09,377.4,542.77,0.0,0.0, , 
,543.95,768,94.5,1.6,00111111,544.25,768,23.5,3.09,377.4,543.66,0.0,0.0, , 
,544.87,800,94.5,1.2,00111111,545.19,800,23.5,3.09,377.4,544.56,0.0,0.0, , 
,545.77,800,94.5,1.2,00111111,546.07,768,23.5,3.09,377.4,545.49,0.0,0.0, , 
,546.69,800,94.5,1.2,00111111,546.97,800,23.5,3.09,377.4,546.37,0.0,0.0, , 
,547.56,800,94.5,1.2,00111111,547.86,800,23.5,3.09,377.4,547.26,0.0,0.0, , 
,548.45,768,96.0,1.2,00111111,548.76,800,23.5,3.09,377.4,548.16,0.0,0.0, , 
,549.36,800,94.5,1.6,00111111,549.66,768,23.5,3.09,377.4,549.07,0.0,0.0, , 
,550.25,800,94.5,1.6,00111111,550.54,800,23.5,3.09,377.4,549.95,0.0,0.0, , 
,551.14,768,94.5,1.6,00111111,551.45,768,23.5,3.09,377.4,550.84,0.0,0.0, , 
,552.05,768,94.5,1.6,00111111,552.36,800,23.5,3.09,377.4,551.75,0.0,0.0, , 
,552.97,800,94.5,2.0,00111111,553.26,768,23.5,3.09,377.4,552.67,0.0,0.0, , 
,553.86,800,94.5,2.0,00111111,554.15,768,23.5,3.09,377.4,553.56,0.0,0.0, , 
,554.74,768,94.5,2.3,00111111,555.04,768,23.5,3.09,377.4,554.46,0.0,0.0, , 
,555.63,800,94.5,2.7,00111111,555.92,800,23.5,3.09,377.4,555.33,0.0,0.0, , 
,556.52,768,94.5,2.7,00111111,556.83,768,23.5,3.09,377.4,556.22,0.0,0.0, , 
,557.42,800,94.5,2.7,00111111,557.71,800,23.5,3.09,377.4,557.13,0.0,0.0, , 
,558.28,768,94.5,3.1,00111111,558.59,768,23.5,3.09,377.4,558.00,0.0,0.0, , 
,559.20,800,96.0,3.1,00111111,559.50,800,23.5,3.09,377.4,558.89,0.0,0.0, , 
,560.07,768,96.0,3.1,00111111,560.36,768,23.5,3.09,377.4,559.78,0.0,0.0, , 
,560.95,768,96.0,3.1,00111111,561.25,800,23.5,3.09,377.4,560.66,0.0,0.0, , 
,561.87,768,96.0,2.7,00111111,562.18,768,23.5,3.09,377.4,561.56,0.0,0.0, , 
,562.78,800,96.0,2.7,00111111,563.08,800,23.5,3.09,377.4,562.47,0.0,0.0, , 
,563.67,768,96.0,2.7,00111111,563.98,768,23.5,3.09,377.4,563.37,0.0,0.0, , 
,564.59,768,96.0,2.7,00111111,564.90,800,23.5,3.09,377.4,564.28,0.0,0.0, , 
,565.50,768,96.0,2.7,00111111,565.81,768,25.1,3.09,377.4,565.20,0.0,0.0, , 
,566.42,768,96.0,3.1,00111111,566.72,800,25.1,3.09,397.8,566.12,0.0,0.0, , 
,567.33,768,96.0,3.5,00111111,567.63,768,25.1,3.09,377.4,567.02,0.0,0.0, , 
,568.21,768,96.0,3.1,00111111,568.52,768,25.1,3.09,397.8,567.93,0.0,0.0, , 
,569.10,768,96.0,2.7,00111111,569.38,768,25.1,3.09,397.8,568.82,0.0,0.0, , 
,569.97,768,96.0,3.1,00111111,570.27,768,25.1,3.09,397.8,569.67,0.0,0.0, , 
,570.86,800,96.0,3.5,00111111,571.15,800,25.1,3.09,397.8,570.57,0.0,0.0, , 
,571.73,800,96.0,3.5,00111111,572.03,800,25.1,3.09,377.4,571.44,0.0,0.0, , 
,572.63,800,96.0,3.5,00111111,572.92,768,25.1,3.09,397.8,572.33,0.0,0.0, , 
,573.51,800,96.0,3.1,00111111,573.82,800,25.1,3.09,377.4,573.22,0.0,0.0, , 
,574.42,800,96.0,3.1,00111111,574.71,800,25.1,3.09,377.4,574.13,0.0,0.0, , 
,575.32,768,96.0,2.7,00111111,575.61,768,25.1,3.09,377.4,575.02,0.0,0.0, , 
,576.20,800,96.0,2.7,00111111,576.50,800,25.1,3.09,397.8,575.91,0.0,0.0
