Czwartek,27,Sierpień,2026,06:31:56:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'032
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Lambda, , 
,1527.43,1952,82.5,0.0,01111111,1527.78,1920,0.0,0.00,275.4,1527.07,0.0,-4.7, , 
,1528.47,1888,82.5,0.0,01111111,1528.80,1888,0.0,0.00,295.8,1528.14,0.0,-4.7, , 
,1529.51,1856,82.5,0.0,01111111,1529.85,1824,0.0,0.00,295.8,1529.14,0.0,-4.7, , 
,1530.53,1792,82.5,0.0,01111111,1530.85,1760,0.0,0.00,316.2,1530.21,0.0,-4.7, , 
,1531.47,1408,82.5,0.0,01111111,1531.78,960,26.7,4.12,377.4,1531.17,-2.3,-4.7, , 
,1532.38,864,82.5,0.0,01111111,1532.68,864,29.4,4.12,438.6,1532.07,-3.9,0.0, , 
,1533.29,832,82.5,0.0,01111111,1533.61,896,32.5,4.12,438.6,1533.00,-3.9,0.0, , 
,1534.20,896,82.5,-3.1,01111111,1534.49,896,28.2,3.09,418.2,1533.90,-3.9,0.0, , 
,1535.09,864,82.5,-8.2,01111111,1535.40,864,29.4,3.09,418.2,1534.79,-3.9,0.0, , 
,1536.01,832,82.5,-10.5,01111111,1536.32,864,29.4,3.09,418.2,1535.72,-3.9,0.0, , 
,1536.95,896,82.5,-11.3,01111111,1537.23,864,29.4,3.09,418.2,1536.64,-3.9,0.0, , 
,1537.82,864,81.0,-11.3,01111111,1538.14,896,31.0,3.09,418.2,1537.52,-3.9,0.0, , 
,1538.75,896,82.5,-11.7,01111111,1539.04,960,29.4,3.09,418.2,1538.44,-3.9,0.0, , 
,1539.70,1088,81.0,-11.3,01111111,1540.01,1280,22.0,2.06,336.6,1539.37,-3.9,0.0, , 
,1540.71,1920,82.5,0.0,01111111,1541.06,2176,0.0,0.00,244.8,1540.36,-3.1,-4.7, , 
,1541.75,2112,82.5,0.0,01111101,1542.09,2080,0.0,0.00,244.8,1541.41,0.0,-4.7, , 
,1542.78,2080,82.5,0.0,01101001,1543.12,2016,14.9,2.06,244.8,1542.43,0.0,-4.7, , 
,1543.82,2016,82.5,0.0,01101001,1544.19,1984,17.6,2.06,275.4,1543.46,0.0,-4.7, , 
,1544.90,1920,82.5,-2.3,01101011,1545.26,1952,36.9,4.12,459.0,1544.55,0.0,-4.7, , 
,1545.98,1984,82.5,-3.1,01101011,1546.36,1952,36.9,4.12,459.0,1545.63,0.0,-4.7, , 
,1547.09,1984,82.5,-3.5,01101011,1547.46,1984,28.2,3.09,377.4,1546.73,0.0,-4.7, , 
,1548.19,1952,81.0,-5.9,01101011,1548.55,1952,22.0,2.06,316.2,1547.82,0.0,-4.7, , 
,1549.29,1920,81.0,-8.2,01101011,1549.67,1920,26.7,3.09,357.0,1548.92,0.0,-4.7, , 
,1550.42,1888,82.5,-5.5,01101011,1550.78,1888,29.4,3.09,377.4,1550.04,0.0,-4.7, , 
,1551.52,1888,81.0,-3.9,01101011,1551.88,1888,28.2,3.09,377.4,1551.14,0.0,-4.7, , 
,1552.64,1888,81.0,-3.9,01101011,1553.02,1888,29.4,3.09,377.4,1552.26,0.0,-4.7, , 
,1553.75,1856,81.0,-4.7,01101011,1554.11,1856,20.8,2.06,295.8,1553.37,0.0,-4.7, , 
,1554.85,1856,81.0,-7.0,01101011,1555.21,1824,20.8,2.06,295.8,1554.48,0.0,-4.7, , 
,1555.95,1856,81.0,-8.6,01101011,1556.31,1824,23.5,2.06,336.6,1555.59,0.0,-4.7, , 
,1557.08,1824,81.0,0.4,01101011,1557.45,1824,28.2,3.09,357.0,1556.68,0.0,-4.7, , 
,1558.18,1824,82.5,3.1,01101011,1558.55,1824,26.7,3.09,357.0,1557.82,0.0,-4.7, , 
,1559.29,1856,81.0,4.7,01101011,1559.67,1856,26.7,3.09,357.0,1558.92,0.0,-4.7, , 
,1560.42,1856,81.0,3.9,01101011,1560.79,1856,26.7,3.09,357.0,1560.05,0.0,-4.7, , 
,1561.53,1856,82.5,0.0,01101011,1561.90,1888,65.1,9.27,734.4,1561.15,0.0,-4.7, , 
,1562.62,1952,81.0,0.0,01101011,1562.98,1984,50.2,6.18,591.6,1562.27,0.0,-4.7, , 
,1563.69,2016,81.0,1.6,01101001,1564.04,2048,48.6,6.18,571.2,1563.33,0.0,-4.7, , 
,1564.75,2080,81.0,2.3,01101001,1565.11,2112,47.1,6.18,550.8,1564.40,0.0,-4.7, , 
,1565.82,1952,82.5,0.0,01111111,1566.15,1440,0.0,0.00,336.6,1565.46,0.0,-4.7, , 
,1566.74,1056,81.0,0.0,01111111,1567.05,1056,26.7,4.12,377.4,1566.45,-3.9,0.0, , 
,1567.72,928,81.0,0.0,01111111,1568.01,896,26.7,3.09,377.4,1567.42,-3.9,0.0, , 
,1568.61,928,82.5,0.0,01111111,1568.92,928,26.7,3.09,377.4,1568.30,-3.9,0.0, , 
,1569.55,896,82.5,-1.2,01111111,1569.86,864,26.7,3.09,377.4,1569.24,-3.9,0.0, , 
,1570.46,896,82.5,0.8,01111111,1570.77,896,26.7,3.09,397.8,1570.16,-3.9,0.0, , 
,1571.39,896,82.5,1.2,01111111,1571.70,896,26.7,3.09,397.8,1571.08,-3.9,0.0, , 
,1572.32,896,82.5,0.4,01111111,1572.62,832,23.5,3.09,377.4,1572.01,-3.9,0.0, , 
,1573.21,736,82.5,-0.8,01111111,1573.50,800,28.2,3.09,418.2,1572.89,-5.5,0.0, , 
,1574.09,800,82.5,-2.0,01111111,1574.39,800,28.2,3.09,397.8,1573.79,-4.7,0.0, , 
,1574.99,768,82.5,-5.9,01111111,1575.30,768,28.2,3.09,418.2,1574.68,-4.7,0.0, , 
,1575.89,768,82.5,-6.3,01111111,1576.19,800,28.2,3.09,418.2,1575.59,-4.7,0.0, , 
,1576.80,800,82.5,-5.9,01111111,1577.09,768,28.2,3.09,418.2,1576.49,-4.7,0.0, , 
,1577.69,768,82.5,-5.5,01111111,1577.98,800,28.2,3.09,418.2,1577.39,-4.7,0.0, , 
,1578.59,768,82.5,-5.5,01111111,1578.88,768,28.2,3.09,418.2,1578.29,-4.7,0.0, , 
,1579.49,800,82.5,-5.5,01111111,1579.79,800,28.2,3.09,418.2,1579.18,-4.7,0.0, , 
,1580.38,768,82.5,-5.5,01111111,1580.68,768,28.2,3.09,418.2,1580.08,-4.7,0.0, , 
,1581.30,768,82.5,-6.3,01111111,1581.60,768,29.4,3.09,418.2,1580.99,-4.7,0.0, , 
,1582.20,800,82.5,-6.3,01111111,1582.50,768,28.2,3.09,418.2,1581.90,-4.7,0.0, , 
,1583.09,768,82.5,-6.6,01111111,1583.39,768,28.2,3.09,418.2,1582.79,-4.7,0.0, , 
,1583.98,768,82.5,-6.3,01111111,1584.28,768,28.2,3.09,418.2,1583.69,-4.7,0.0, , 
,1584.89,768,84.0,-6.6,01111111,1585.18,768,28.2,3.09,418.2,1584.59,-4.7,0.0, , 
,1585.79,768,84.0,-6.6,01111111,1586.10,768,28.2,3.09,418.2,1585.50,-4.7,0.0, , 
,1586.68,768,84.0,-6.6,01111111,1586.98,768,28.2,3.09,418.2,1586.39,-4.7,0.0, , 
,1587.59,800,82.5,-6.6,01111111,1587.89,768,28.2,3.09,418.2,1587.28,-4.7,0.0, , 
,1588.48,768,82.5,-6.6,01111111,1588.79,800,28.2,3.09,418.2,1588.18,-4.7,0.0, , 
,1589.40,768,84.0,-6.3,01111111,1589.71,768,28.2,3.09,418.2,1589.09,-4.7,0.0, , 
,1590.33,800,84.0,-6.3,01111111,1590.63,768,28.2,3.09,418.2,1590.02,-4.7,0.0, , 
,1591.23,800,84.0,-5.5,01111111,1591.54,800,28.2,3.09,418.2,1590.93,-4.7,0.0, , 
,1592.17,768,84.0,-6.6,01111111,1592.46,768,29.4,3.09,418.2,1591.85,-4.7,0.0, , 
,1593.07,800,84.0,-6.6,01111111,1593.38,800,28.2,3.09,418.2,1592.77,-4.7,0.0, , 
,1593.98,768,84.0,-7.0,01111111,1594.28,768,29.4,3.09,418.2,1593.68,-4.7,0.0, , 
,1594.89,800,84.0,-6.6,01111111,1595.18,800,29.4,3.09,418.2,1594.59,-4.7,0.0, , 
,1595.77,800,84.0,-7.0,01111111,1596.05,768,28.2,3.09,418.2,1595.47,-4.7,0.0, , 
,1596.64,800,84.0,-7.0,01111111,1596.94,800,28.2,3.09,418.2,1596.34,-4.7,0.0, , 
,1597.53,736,85.5,-7.0,01111111,1597.82,736,31.0,3.09,438.6,1597.25,-4.7,0.0, , 
,1598.45,800,85.5,-7.4,01101011,1598.75,800,34.1,4.12,459.0,1598.14,-3.9,0.0, , 
,1599.35,832,85.5,-9.0,01101011,1599.65,864,32.5,4.12,459.0,1599.05,-3.9,0.0, , 
,1600.27,1056,85.5,-11.3,01111111,1600.56,992,22.0,2.06,336.6,1599.95,-3.9,0.0, , 
,1601.14,736,85.5,0.0,01101011,1601.44,1184,72.2,11.33,867.0,1600.84,-3.9,0.0, , 
,1602.15,1824,85.5,0.0,01101011,1602.51,1632,71.0,10.30,795.6,1601.81,0.0,-4.7, , 
,1603.24,1888,85.5,0.0,01101011,1603.57,2208,78.4,11.33,867.0,1602.88,-1.6,-4.7, , 
,1604.31,1632,84.0,0.0,01111111,1604.61,1120,23.5,4.12,357.0,1603.92,0.0,-4.7, , 
,1605.27,1376,85.5,0.0,01101011,1605.61,1344,60.4,10.30,714.0,1604.93,-2.3,0.0, , 
,1606.37,1600,85.5,0.0,01101011,1606.72,1696,76.9,11.33,887.4,1606.05,-1.6,0.0, , 
,1607.43,1920,85.5,-6.6,01101011,1607.77,2048,79.6,10.30,887.4,1607.07,0.0,-4.7, , 
,1608.43,2272,84.0,-13.3,01101001,1608.80,2368,81.2,10.30,887.4,1608.09,0.0,-4.7, , 
,1609.47,2624,84.0,-21.9,01101001,1609.81,2688,72.2,7.21,795.6,1609.14,0.0,-4.7, , 
,1610.48,1792,84.0,0.0,01111111,1610.88,1440,26.7,4.12,357.0,1610.15,0.0,-4.7, , 
,1611.57,1792,84.0,0.0,01101011,1611.94,1792,45.9,6.18,550.8,1611.21,-2.3,-4.7, , 
,1612.68,1824,84.0,0.0,01101011,1613.05,1856,56.1,7.21,652.8,1612.32,0.0,-4.7, , 
,1613.77,1888,84.0,-2.3,01101011,1614.13,1888,53.3,7.21,632.4,1613.40,0.0,-4.7, , 
,1614.85,1920,84.0,-2.3,01101011,1615.23,1984,50.2,6.18,591.6,1614.48,0.0,-4.7, , 
,1615.94,2016,82.5,-5.5,01101001,1616.30,2048,63.5,8.24,714.0,1615.59,0.0,-4.7, , 
,1616.99,2112,82.5,-7.8,01101001,1617.34,2144,60.4,7.21,693.6,1616.64,0.0,-4.7, , 
,1618.02,2208,82.5,-5.1,01101001,1618.35,2240,59.2,7.21,673.2,1617.68,0.0,-4.7, , 
,1619.04,2272,82.5,0.0,01101001,1619.38,2272,38.4,5.15,459.0,1618.70,0.0,-4.7, , 
,1620.05,2304,82.5,1.6,01101001,1620.37,2304,38.4,5.15,459.0,1619.71,0.0,-4.7, , 
,1621.07,2336,82.5,3.5,01101001,1621.41,2336,40.0,5.15,479.4,1620.73,0.0,-4.7, , 
,1622.08,2336,82.5,5.1,01101001,1622.43,2368,38.4,5.15,459.0,1621.74,0.0,-4.7, , 
,1623.11,2368,82.5,4.7,01101001,1623.45,2368,20.8,3.09,295.8,1622.78,0.0,-4.7, , 
,1624.11,2368,84.0,-3.9,01111101,1624.44,2304,17.6,2.06,244.8,1623.78,0.0,-4.7, , 
,1625.10,2272,84.0,0.0,01111101,1625.43,2272,0.0,0.00,244.8,1624.76,0.0,-4.7, , 
,1626.09,2208,84.0,0.0,01111101,1626.44,2208,0.0,0.00,244.8,1625.76,0.0,-4.7, , 
,1627.12,2144,84.0,0.0,01101001,1627.48,2176,23.5,3.09,316.2,1626.77,0.0,-4.7, , 
,1628.15,2144,84.0,0.4,01101001,1628.50,2112,25.1,3.09,336.6,1627.81,0.0,-4.7, , 
,1629.18,2144,84.0,3.1,01101001,1629.52,2144,40.0,5.15,479.4,1628.83,0.0,-4.7, , 
,1630.19,2176,84.0,2.7,01101001,1630.53,2208,51.8,6.18,591.6,1629.86,0.0,-4.7, , 
,1631.18,2240,84.0,3.1,01101001,1631.52,2272,45.9,5.15,550.8,1630.85,0.0,-4.7, , 
,1632.19,2304,84.0,5.9,01101001,1632.51,2304,36.9,5.15,438.6,1631.85,0.0,-4.7, , 
,1633.21,2304,84.0,6.3,01101001,1633.56,2336,36.9,5.15,438.6,1632.85,0.0,-4.7, , 
,1634.22,2336,84.0,6.6,01101001,1634.55,2336,23.5,3.09,316.2,1633.89,0.0,-4.7, , 
,1635.20,2304,84.0,-5.1,01101001,1635.53,2304,16.1,2.06,244.8,1634.87,0.0,-4.7, , 
,1636.20,2272,84.0,-7.0,01101001,1636.53,2272,16.1,2.06,244.8,1635.87,0.0,-4.7, , 
,1637.20,2272,84.0,-3.9,01101001,1637.55,2240,19.2,2.06,275.4,1636.87,0.0,-4.7, , 
,1638.21,2240,84.0,-4.7,01101001,1638.55,2240,23.5,2.06,316.2,1637.88,0.0,-4.7, , 
,1639.22,2208,85.5,-1.6,01101001,1639.56,2240,29.4,3.09,377.4,1638.89,0.0,-4.7, , 
,1640.22,2240,85.5,7.4,01101001,1640.55,2240,44.3,5.15,520.2,1639.89,0.0,-4.7, , 
,1641.21,2272,84.0,16.4,01101001,1641.56,2304,54.5,7.21,632.4,1640.87,0.0,-4.7, , 
,1642.27,2336,85.5,16.4,01101001,1642.62,2400,59.2,8.24,673.2,1641.90,0.0,-4.7, , 
,1643.30,2464,85.5,7.8,01101001,1643.65,2496,62.0,7.21,693.6,1642.96,0.0,-4.7, , 
,1644.35,2560,85.5,6.3,01101001,1644.70,2592,56.1,7.21,632.4,1643.99,0.0,-4.7, , 
,1645.35,2272,85.5,0.0,01111101,1645.65,1792,0.0,0.00,295.8,1645.01,0.0,-4.7, , 
,1646.34,1280,85.5,0.0,01101011,1646.71,1952,23.5,3.09,336.6,1645.98,-3.1,0.0, , 
,1647.44,1888,85.5,0.0,01101011,1647.80,1888,44.3,6.18,520.2,1647.07,0.0,-4.7, , 
,1648.50,1920,85.5,3.9,01101011,1648.85,1920,59.2,7.21,673.2,1648.14,0.0,-4.7, , 
,1649.57,1952,85.5,7.8,01101011,1649.94,1952,44.3,5.15,550.8,1649.21,0.0,-4.7, , 
,1650.63,1984,85.5,12.9,01101011,1650.99,1984,32.5,4.12,418.2,1650.28,0.0,-4.7, , 
,1651.70,1984,85.5,16.8,01101011,1652.06,1984,28.2,3.09,377.4,1651.34,0.0,-4.7, , 
,1652.79,1952,85.5,11.7,01101011,1653.15,1952,26.7,3.09,357.0,1652.43,0.0,-4.7, , 
,1653.87,1984,85.5,0.0,01101011,1654.23,1984,53.3,6.18,632.4,1653.52,0.0,-4.7, , 
,1654.94,2016,85.5,4.7,01101001,1655.30,2016,51.8,6.18,612.0,1654.59,0.0,-4.7, , 
,1656.01,2048,85.5,8.2,01101001,1656.36,2048,51.8,6.18,612.0,1655.65,0.0,-4.7, , 
,1657.02,2080,85.5,9.8,01101001,1657.38,2080,48.6,6.18,571.2,1656.69,0.0,-4.7, , 
,1658.08,2112,85.5,10.2,01101001,1658.42,2112,35.3,4.12,459.0,1657.72,0.0,-4.7, , 
,1659.10,2048,85.5,0.0,01111101,1659.43,2080,16.1,2.06,244.8,1658.76,0.0,-4.7, , 
,1660.13,2048,85.5,0.0,01111101,1660.47,2048,0.0,0.00,244.8,1659.80,0.0,-4.7, , 
,1661.16,2016,85.5,0.0,01101001,1661.50,1984,17.6,3.09,275.4,1660.81,0.0,-4.7, , 
,1662.20,2016,85.5,0.0,01101001,1662.56,1984,53.3,7.21,612.0,1661.84,0.0,-4.7, , 
,1663.26,2048,85.5,0.0,01101001,1663.63,2048,65.1,8.24,754.8,1662.91,0.0,-4.7, , 
,1664.33,2080,85.5,-1.6,01101001,1664.69,2112,66.3,8.24,734.4,1663.98,0.0,-4.7, , 
,1665.36,2144,85.5,-3.9,01101001,1665.70,2176,72.2,9.27,795.6,1665.01,0.0,-4.7, , 
,1666.39,2240,85.5,-8.2,01101001,1666.70,2240,72.2,8.24,795.6,1666.04,0.0,-4.7, , 
,1667.37,2272,85.5,-8.2,01101001,1667.71,2304,71.0,8.24,775.2,1667.05,0.0,-4.7, , 
,1668.39,2336,85.5,-6.6,01101001,1668.77,2368,69.4,8.24,775.2,1668.04,0.0,-4.7, , 
,1669.48,2432,85.5,-8.6,01101001,1669.84,2432,72.2,8.24,795.6,1669.12,0.0,-4.7, , 
,1670.52,2496,85.5,-8.2,01101001,1670.86,2496,72.2,8.24,795.6,1670.19,0.0,-4.7, , 
,1671.54,2560,85.5,-7.0,01101001,1671.88,2592,71.0,8.24,775.2,1671.20,0.0,-4.7, , 
,1672.58,2624,85.5,-6.6,01101001,1672.89,2656,79.6,9.27,867.0,1672.24,0.0,-4.7, , 
,1673.56,2688,85.5,-11.7,01101001,1673.90,2720,82.7,9.27,907.8,1673.22,0.0,-4.7, , 
,1674.60,2784,85.5,-17.6,01101001,1674.95,2816,81.2,8.24,887.4,1674.26,0.0,-4.7, , 
,1675.60,2848,85.5,-17.2,01101001,1675.91,2880,79.6,8.24,867.0,1675.27,0.0,-4.7, , 
,1676.66,2944,84.0,-15.6,01101001,1676.92,2976,78.4,8.24,867.0,1676.22,0.0,-4.7, , 
,1677.52,2784,85.5,0.0,01111101,1677.84,2304,0.0,0.00,295.8,1677.19,0.0,-4.7, , 
,1678.46,1344,85.5,0.0,01111111,1678.79,1088,25.1,4.12,357.0,1678.16,0.0,-4.7, , 
,1679.46,2208,85.5,0.0,01101001,1679.80,2272,48.6,7.21,550.8,1679.13,-1.6,-4.7, , 
,1680.45,2240,85.5,0.0,01101001,1680.77,2272,87.1,13.39,948.6,1680.12,0.0,-4.7, , 
,1681.43,2304,85.5,-8.2,01101001,1681.77,2304,88.6,11.33,969.0,1681.11,0.0,-4.7, , 
,1682.45,2336,85.5,-14.8,01101001,1682.78,2336,88.6,10.30,969.0,1682.12,0.0,-4.7, , 
,1683.49,2368,85.5,-20.3,01101001,1683.85,2368,85.5,9.27,948.6,1683.15,0.0,-4.7, , 
,1684.50,2400,85.5,-22.7,01101001,1684.81,2368,85.5,9.27,928.2,1684.19,0.0,-4.7, , 
,1685.51,2400,85.5,-27.7,01101001,1685.86,2400,85.5,9.27,928.2,1685.17,0.0,-4.7, , 
,1686.56,2432,85.5,-28.5,01101001,1686.90,2432,85.5,9.27,928.2,1686.21,0.0,-4.7, , 
,1687.60,2432,85.5,-29.3,01101001,1687.94,2432,85.5,8.24,928.2,1687.27,0.0,-4.7, , 
,1688.64,2432,85.5,-29.3,01101001,1689.00,2464,85.5,9.27,928.2,1688.30,0.0,-4.7, , 
,1689.70,2464,85.5,-28.1,01101001,1690.05,2464,84.3,9.27,928.2,1689.35,0.0,-4.7, , 
,1690.73,2464,85.5,-28.9,01101001,1691.09,2464,84.3,9.27,928.2,1690.39,0.0,-4.7, , 
,1691.77,2464,85.5,-28.9,01101001,1692.12,2464,85.5,9.27,928.2,1691.43,0.0,-4.7, , 
,1692.84,2432,85.5,-28.5,01101001,1693.19,2432,85.5,8.24,928.2,1692.48,0.0,-4.7, , 
,1693.87,2400,85.5,-28.9,01101001,1694.23,2400,85.5,9.27,928.2,1693.51,0.0,-4.7, , 
,1694.93,2368,85.5,-28.1,01101001,1695.25,2368,85.5,9.27,948.6,1694.60,0.0,-4.7, , 
,1695.93,2368,85.5,-28.5,01101001,1696.26,2368,85.5,9.27,948.6,1695.58,0.0,-4.7, , 
,1696.94,2368,85.5,-28.1,01101001,1697.27,2368,85.5,9.27,948.6,1696.61,0.0,-4.7, , 
,1697.93,2336,85.5,-28.5,01101001,1698.29,2368,85.5,9.27,948.6,1697.60,0.0,-4.7, , 
,1698.98,2336,85.5,-28.5,01101001,1699.32,2336,87.1,9.27,948.6,1698.64,0.0,-4.7, , 
,1699.96,2336,85.5,-27.0,01101001,1700.31,2336,87.1,9.27,948.6,1699.64,0.0,-4.7, , 
,1700.99,2368,85.5,-26.2,01101001,1701.33,2336,87.1,10.30,948.6,1700.65,0.0,-4.7, , 
,1701.98,2336,85.5,-25.0,01101001,1702.32,2336,87.1,9.27,948.6,1701.66,0.0,-4.7, , 
,1703.01,2368,85.5,-24.6,01101001,1703.37,2368,87.1,10.30,948.6,1702.67,0.0,-4.7, , 
,1704.05,2368,85.5,-25.4,01101001,1704.40,2368,87.1,10.30,948.6,1703.72,0.0,-4.7, , 
,1705.11,2400,85.5,-26.6,01101001,1705.44,2400,87.1,9.27,948.6,1704.75,0.0,-4.7, , 
,1706.14,2432,85.5,-28.1,01101001,1706.50,2432,84.3,9.27,928.2,1705.79,0.0,-4.7, , 
,1707.20,2464,85.5,-26.2,01101001,1707.56,2464,76.9,8.24,846.6,1706.85,0.0,-4.7, , 
,1708.25,2496,85.5,-22.7,01101001,1708.60,2496,75.3,8.24,826.2,1707.91,0.0,-4.7, , 
,1709.30,2560,85.5,-21.1,01101001,1709.63,2560,73.7,8.24,826.2,1708.95,0.0,-4.7, , 
,1710.30,2592,85.5,-18.4,01101001,1710.63,2624,69.4,8.24,775.2,1709.95,0.0,-4.7, , 
,1711.32,2656,85.5,-16.8,01101001,1711.69,2656,67.8,8.24,754.8,1710.98,0.0,-4.7, , 
,1712.37,2688,85.5,-14.1,01101001,1712.71,2720,53.3,6.18,632.4,1712.05,0.0,-4.7, , 
,1713.40,2752,85.5,1.6,01101001,1713.75,2752,32.5,4.12,397.8,1713.05,0.0,-4.7, , 
,1714.42,2752,85.5,0.0,01101001,1714.77,2752,31.0,4.12,377.4,1714.08,0.0,-4.7, , 
,1715.45,2784,85.5,-0.8,01101001,1715.79,2784,31.0,4.12,397.8,1715.11,0.0,-4.7, , 
,1716.43,2816,85.5,-1.2,01101001,1716.76,2816,25.1,3.09,336.6,1716.11,0.0,-4.7, , 
,1717.41,2816,85.5,-12.5,01111101,1717.74,2816,0.0,0.00,275.4,1717.09,0.0,-4.7, , 
,1718.41,2816,85.5,0.0,01111101,1718.74,2816,0.0,0.00,275.4,1718.08,0.0,-4.7, , 
,1719.39,2784,85.5,0.0,01111101,1719.72,2784,0.0,0.00,244.8,1719.07,0.0,-4.7, , 
,1720.36,2752,85.5,0.0,01111101,1720.68,2752,0.0,0.00,244.8,1720.03,0.0,-4.7, , 
,1721.36,2752,85.5,0.0,01111101,1721.68,2720,0.0,0.00,275.4,1721.01,0.0,-4.7, , 
,1722.32,2688,85.5,0.0,01101001,1722.65,2688,17.6,2.06,244.8,1722.00,0.0,-4.7, , 
,1723.34,2656,85.5,-9.4,01101001,1723.67,2656,38.4,5.15,459.0,1722.99,0.0,-4.7, , 
,1724.36,2656,85.5,-0.8,01101001,1724.71,2624,51.8,7.21,591.6,1724.01,0.0,-4.7, , 
,1725.41,2624,85.5,0.0,01101001,1725.74,2624,65.1,9.27,714.0,1725.06,0.0,-4.7, , 
,1726.45,2624,85.5,-10.5,01101001,1726.78,2656,69.4,8.24,754.8,1726.10,0.0,-4.7, , 
,1727.47,2656,85.5,-14.5,01101001,1727.82,2656,62.0,7.21,693.6,1727.12,0.0,-4.7, , 
,1728.51,2656,85.5,-11.7,01101001,1728.89,2656,60.4,7.21,693.6,1728.17,0.0,-4.7, , 
,1729.59,2656,85.5,-10.9,01101001,1729.95,2656,62.0,7.21,693.6,1729.24,0.0,-4.7, , 
,1730.63,2656,85.5,-10.5,01101001,1730.97,2656,62.0,7.21,693.6,1730.29,0.0,-4.7, , 
,1731.63,2688,85.5,-10.5,01101001,1731.93,2688,59.2,7.21,673.2,1731.31,0.0,-4.7, , 
,1732.61,2688,85.5,-9.0,01101001,1732.95,2688,59.2,7.21,673.2,1732.26,0.0,-4.7, , 
,1733.64,2688,85.5,-9.4,01101001,1733.98,2688,59.2,7.21,673.2,1733.29,0.0,-4.7, , 
,1734.64,2720,85.5,-9.4,01101001,1734.97,2720,59.2,7.21,652.8,1734.31,0.0,-4.7, , 
,1735.64,2720,84.0,-7.8,01101001,1735.98,2720,48.6,6.18,571.2,1735.30,0.0,-4.7, , 
,1736.67,2720,84.0,-1.6,01101001,1737.00,2720,45.9,6.18,550.8,1736.32,0.0,-4.7, , 
,1737.71,2720,84.0,0.4,01101001,1738.05,2720,45.9,6.18,550.8,1737.35,0.0,-4.7, , 
,1738.73,2720,85.5,1.2,01101001,1739.09,2720,45.9,6.18,550.8,1738.39,0.0,-4.7, , 
,1739.81,2752,84.0,0.0,01101001,1740.14,2752,45.9,6.18,520.2,1739.45,0.0,-4.7, , 
,1740.84,2752,84.0,0.4,01101001,1741.17,2752,41.2,5.15,479.4,1740.49,0.0,-4.7, , 
,1741.84,2784,84.0,1.6,01101001,1742.18,2784,38.4,5.15,459.0,1741.52,0.0,-4.7, , 
,1742.88,2784,84.0,2.3,01101001,1743.23,2784,38.4,5.15,459.0,1742.54,0.0,-4.7, , 
,1743.93,2784,84.0,2.3,01101001,1744.27,2784,38.4,5.15,459.0,1743.57,0.0,-4.7, , 
,1744.95,2784,84.0,2.3,01101001,1745.29,2784,38.4,5.15,459.0,1744.60,0.0,-4.7, , 
,1745.99,2752,84.0,2.0,01101001,1746.35,2752,38.4,5.15,459.0,1745.65,0.0,-4.7, , 
,1747.02,2752,84.0,2.0,01101001,1747.36,2752,38.4,5.15,459.0,1746.67,0.0,-4.7, , 
,1748.07,2752,84.0,2.0,01101001,1748.43,2752,38.4,5.15,459.0,1747.70,0.0,-4.7, , 
,1749.09,2752,84.0,2.0,01101001,1749.44,2752,40.0,5.15,459.0,1748.77,0.0,-4.7, , 
,1750.15,2720,84.0,1.6,01101001,1750.51,2720,40.0,5.15,459.0,1749.80,0.0,-4.7, , 
,1751.21,2720,84.0,1.6,01101001,1751.56,2720,40.0,5.15,479.4,1750.86,0.0,-4.7, , 
,1752.25,2720,84.0,1.2,01101001,1752.57,2720,40.0,5.15,479.4,1751.90,0.0,-4.7, , 
,1753.23,2688,84.0,1.2,01101001,1753.54,2688,40.0,5.15,479.4,1752.92,0.0,-4.7, , 
,1754.22,2688,84.0,1.6,01101001,1754.57,2688,41.2,5.15,479.4,1753.88,0.0,-4.7, , 
,1755.24,2688,84.0,1.2,01101001,1755.59,2688,41.2,5.15,479.4,1754.90,0.0,-4.7, , 
,1756.26,2656,84.0,1.2,01101001,1756.60,2656,42.7,6.18,499.8,1755.93,0.0,-4.7, , 
,1757.29,2656,84.0,0.8,01101001,1757.65,2656,45.9,6.18,520.2,1756.94,0.0,-4.7, , 
,1758.34,2624,84.0,-0.4,01101001,1758.69,2624,45.9,6.18,550.8,1757.99,0.0,-4.7, , 
,1759.36,2624,84.0,-1.2,01101001,1759.69,2624,47.1,6.18,550.8,1759.02,0.0,-4.7, , 
,1760.40,2592,84.0,-2.0,01101001,1760.73,2592,51.8,7.21,591.6,1760.06,0.0,-4.7, , 
,1761.41,2592,84.0,-6.6,01101001,1761.73,2592,54.5,7.21,612.0,1761.06,0.0,-4.7, , 
,1762.43,2592,84.0,-9.4,01101001,1762.78,2592,57.6,7.21,652.8,1762.08,0.0,-4.7, , 
,1763.46,2592,84.0,-9.8,01101001,1763.82,2592,57.6,7.21,652.8,1763.13,0.0,-4.7, , 
,1764.47,2592,84.0,-10.2,01101001,1764.82,2592,57.6,7.21,652.8,1764.14,0.0,-4.7, , 
